Wavelength (nm)	H07 ems
598.50	0.096064
599.00	0.094676
599.50	0.092827
600.00	0.091370
600.50	0.089678
601.00	0.088586
601.50	0.086284
602.00	0.085394
602.50	0.083440
603.00	0.082404
603.50	0.080513
604.00	0.079557
604.50	0.078517
605.00	0.076915
605.50	0.075436
606.00	0.074637
606.50	0.072908
607.00	0.071903
607.50	0.070805
608.00	0.070028
608.50	0.068374
609.00	0.067310
609.50	0.066024
610.00	0.065734
610.50	0.064028
611.00	0.063215
611.50	0.061665
612.00	0.061272
612.50	0.059988
613.00	0.059267
613.50	0.057801
614.00	0.056998
614.50	0.056507
615.00	0.055332
615.50	0.054145
616.00	0.053622
616.50	0.052546
617.00	0.052323
617.50	0.051035
618.00	0.050562
618.50	0.049749
619.00	0.048697
619.50	0.047874
620.00	0.047165
620.50	0.046670
621.00	0.046250
621.50	0.045032
622.00	0.044704
622.50	0.043773
623.00	0.043184
623.50	0.042373
624.00	0.042062
624.50	0.041058
625.00	0.040042
625.50	0.039264
626.00	0.039021
626.50	0.038318
627.00	0.037583
627.50	0.036567
628.00	0.036271
628.50	0.035655
629.00	0.035336
629.50	0.034327
630.00	0.034425
630.50	0.033930
631.00	0.033422
631.50	0.032608
632.00	0.032575
632.50	0.031935
633.00	0.031678
633.50	0.030787
634.00	0.030982
634.50	0.029999
635.00	0.029592
635.50	0.028837
636.00	0.028494
636.50	0.028219
637.00	0.027938
637.50	0.027325
638.00	0.026906
638.50	0.026233
639.00	0.026153
639.50	0.025809
640.00	0.025460
640.50	0.024845
641.00	0.024432
641.50	0.023952
642.00	0.023785
642.50	0.023477
643.00	0.023163
643.50	0.022706
644.00	0.022335
644.50	0.022099
645.00	0.021864
645.50	0.021174
646.00	0.021079
646.50	0.020801
647.00	0.020305
647.50	0.019873
648.00	0.019745
648.50	0.019407
649.00	0.019249
649.50	0.018743
650.00	0.018466
650.50	0.018277
651.00	0.017922
651.50	0.017506
652.00	0.017351
652.50	0.017054
653.00	0.016739
653.50	0.016618
654.00	0.016239
654.50	0.016100
655.00	0.015884
655.50	0.015672
656.00	0.015534
656.50	0.015148
657.00	0.014976
657.50	0.014737
658.00	0.014562
658.50	0.014254
659.00	0.014024
659.50	0.013865
660.00	0.013752
660.50	0.013619
661.00	0.013416
661.50	0.013173
662.00	0.013049
662.50	0.012734
663.00	0.012304
663.50	0.012426
664.00	0.012380
664.50	0.011807
665.00	0.011845
665.50	0.011381
666.00	0.011642
666.50	0.011315
667.00	0.011287
667.50	0.010890
668.00	0.011014
668.50	0.010772
669.00	0.010678
669.50	0.010491
670.00	0.010419
670.50	0.010145
671.00	0.010115
671.50	0.0099679
672.00	0.0097744
672.50	0.0096926
673.00	0.0095518
673.50	0.0094198
674.00	0.0093134
674.50	0.0092242
675.00	0.0090211
675.50	0.0089130
676.00	0.0087079
676.50	0.0086542
677.00	0.0086642
677.50	0.0085423
678.00	0.0082033
678.50	0.0081247
679.00	0.0082019
679.50	0.0081628
680.00	0.0080191
680.50	0.0077824
681.00	0.0078209
681.50	0.0074975
682.00	0.0075258
682.50	0.0074435
683.00	0.0072758
683.50	0.0071695
684.00	0.0072515
684.50	0.0070467
685.00	0.0069247
685.50	0.0070087
686.00	0.0066633
686.50	0.0067272
687.00	0.0065486
687.50	0.0065946
688.00	0.0066276
688.50	0.0064283
689.00	0.0063409
689.50	0.0063895
690.00	0.0062864
690.50	0.0060565
691.00	0.0062419
691.50	0.0060617
692.00	0.0060049
692.50	0.0058753
693.00	0.0057976
693.50	0.0058240
694.00	0.0058341
694.50	0.0055752
695.00	0.0054826
695.50	0.0056669
696.00	0.0055117
696.50	0.0053654
697.00	0.0053492
697.50	0.0053217
698.00	0.0053904
698.50	0.0052676
699.00	0.0051708
699.50	0.0049507
700.00	0.0051055
