Wavelength (nm)	T04 abs N
758.00	-0.00021935
759.00	-0.00027752
760.00	-0.00022984
761.00	-0.00024509
762.00	-0.00049973
763.00	-0.00046444
764.00	-0.00043488
765.00	-0.00044441
766.00	-0.00064087
767.00	-0.00089455
768.00	-0.00067616
769.00	-0.00059128
770.00	-0.00073242
771.00	-0.00070000
772.00	-0.00089550
773.00	-0.0010433
774.00	-0.00097847
775.00	-0.00095844
776.00	-0.00096607
777.00	-0.0010376
778.00	-0.0010071
779.00	-0.00096893
780.00	-0.00094795
781.00	-0.0011559
782.00	-0.0010118
783.00	-0.0010042
784.00	-0.0011044
785.00	-0.0011740
786.00	-0.0011263
787.00	-0.0010643
788.00	-0.0012188
789.00	-0.0011311
790.00	-0.0012598
791.00	-0.0012264
792.00	-0.0011091
793.00	-0.0013676
794.00	-0.0012197
795.00	-0.0011654
796.00	-0.0012617
797.00	-0.0013266
798.00	-0.0012875
799.00	-0.0013084
800.00	-0.0012884
