Wavelength (nm)	E20 ems
566.00	0.22539
566.50	0.23344
567.00	0.24023
567.50	0.24733
568.00	0.25606
568.50	0.26462
569.00	0.27210
569.50	0.28064
570.00	0.28794
570.50	0.29706
571.00	0.30586
571.50	0.31540
572.00	0.32379
572.50	0.33397
573.00	0.34118
573.50	0.35110
574.00	0.36069
574.50	0.37118
575.00	0.37810
575.50	0.38904
576.00	0.39906
576.50	0.41030
577.00	0.42001
577.50	0.43050
578.00	0.44090
578.50	0.45090
579.00	0.46077
579.50	0.47128
580.00	0.48119
580.50	0.49235
581.00	0.50071
581.50	0.51189
582.00	0.52045
582.50	0.53248
583.00	0.54033
583.50	0.55092
584.00	0.56053
584.50	0.56994
585.00	0.57977
585.50	0.58910
586.00	0.59928
586.50	0.60920
587.00	0.61952
587.50	0.62829
588.00	0.63797
588.50	0.64728
589.00	0.65695
589.50	0.66562
590.00	0.67548
590.50	0.68407
591.00	0.69185
591.50	0.70259
592.00	0.71021
592.50	0.72081
593.00	0.72981
593.50	0.73653
594.00	0.74489
594.50	0.75243
595.00	0.76025
595.50	0.76881
596.00	0.77613
596.50	0.78403
597.00	0.79041
597.50	0.79901
598.00	0.80429
598.50	0.81414
599.00	0.82089
599.50	0.82757
600.00	0.83493
600.50	0.83953
601.00	0.84718
601.50	0.85507
602.00	0.85857
602.50	0.86749
603.00	0.87512
603.50	0.87802
604.00	0.88418
604.50	0.89055
605.00	0.89352
605.50	0.89942
606.00	0.90475
606.50	0.90851
607.00	0.91668
607.50	0.91882
608.00	0.92299
608.50	0.92598
609.00	0.92943
609.50	0.93399
610.00	0.93972
610.50	0.94082
611.00	0.94845
611.50	0.94961
612.00	0.95313
612.50	0.95448
613.00	0.95870
613.50	0.95962
614.00	0.96391
614.50	0.96440
615.00	0.96623
615.50	0.97076
616.00	0.97205
616.50	0.97328
617.00	0.97691
617.50	0.97848
618.00	0.97761
618.50	0.98182
619.00	0.98189
619.50	0.98426
620.00	0.98575
620.50	0.98760
621.00	0.99087
621.50	0.99067
622.00	0.99561
622.50	0.99458
623.00	0.99555
623.50	1.0000
624.00	0.99585
624.50	0.99493
625.00	0.99710
625.50	0.99648
626.00	0.99246
626.50	0.99436
627.00	0.99250
627.50	0.99230
628.00	0.99108
628.50	0.98781
629.00	0.98851
629.50	0.98818
630.00	0.98770
630.50	0.98697
631.00	0.98649
631.50	0.98508
632.00	0.98560
632.50	0.98263
633.00	0.98532
633.50	0.98157
634.00	0.98184
634.50	0.98014
635.00	0.98193
635.50	0.97873
636.00	0.97856
636.50	0.97618
637.00	0.97167
637.50	0.97131
638.00	0.97056
638.50	0.96621
639.00	0.96600
639.50	0.96383
640.00	0.96048
640.50	0.95970
641.00	0.95977
641.50	0.95777
642.00	0.95502
642.50	0.95146
643.00	0.95123
643.50	0.94982
644.00	0.94512
644.50	0.94286
645.00	0.94348
645.50	0.93856
646.00	0.93620
646.50	0.93570
647.00	0.93270
647.50	0.93086
648.00	0.92718
648.50	0.92554
649.00	0.92428
649.50	0.92049
650.00	0.91745
650.50	0.91383
651.00	0.91290
651.50	0.90906
652.00	0.90574
652.50	0.90453
653.00	0.90654
653.50	0.89895
654.00	0.89926
654.50	0.89717
655.00	0.89482
655.50	0.88976
656.00	0.89242
656.50	0.88634
657.00	0.88095
657.50	0.88129
658.00	0.87741
658.50	0.87027
659.00	0.86836
659.50	0.86650
660.00	0.86267
660.50	0.85672
661.00	0.85552
661.50	0.85201
662.00	0.84834
662.50	0.84645
663.00	0.84437
663.50	0.83865
664.00	0.83861
664.50	0.83381
665.00	0.83139
665.50	0.82673
666.00	0.82546
666.50	0.82046
667.00	0.81782
667.50	0.81437
668.00	0.80996
668.50	0.81004
669.00	0.80398
669.50	0.79938
670.00	0.79684
670.50	0.79474
671.00	0.79016
671.50	0.78855
672.00	0.78622
672.50	0.78153
673.00	0.77841
673.50	0.77264
674.00	0.76864
674.50	0.76563
675.00	0.76405
675.50	0.75813
676.00	0.75422
676.50	0.75038
677.00	0.74799
677.50	0.74557
678.00	0.73712
678.50	0.73346
679.00	0.73220
679.50	0.72720
680.00	0.72600
680.50	0.71510
681.00	0.71530
681.50	0.71205
682.00	0.70756
682.50	0.70243
683.00	0.69889
683.50	0.69576
684.00	0.68991
684.50	0.68563
685.00	0.68442
685.50	0.67807
686.00	0.67453
686.50	0.67243
687.00	0.66577
687.50	0.66265
688.00	0.65964
688.50	0.65558
689.00	0.65395
689.50	0.64812
690.00	0.64642
690.50	0.64143
691.00	0.63848
691.50	0.63524
692.00	0.63139
692.50	0.62646
693.00	0.62448
693.50	0.62031
694.00	0.61802
694.50	0.61453
695.00	0.60899
695.50	0.60157
696.00	0.60060
696.50	0.59526
697.00	0.59462
697.50	0.59019
698.00	0.58368
698.50	0.58063
699.00	0.58167
699.50	0.57246
700.00	0.56796
700.50	0.56195
701.00	0.56066
701.50	0.56071
702.00	0.55499
702.50	0.55477
703.00	0.54951
703.50	0.54542
704.00	0.54409
704.50	0.53818
705.00	0.53502
705.50	0.53209
706.00	0.52721
706.50	0.52354
707.00	0.52565
707.50	0.51614
708.00	0.51498
708.50	0.50768
709.00	0.50691
709.50	0.50427
710.00	0.50133
710.50	0.49667
711.00	0.49659
711.50	0.49135
712.00	0.48680
712.50	0.48452
713.00	0.48088
713.50	0.47812
714.00	0.47414
714.50	0.47292
715.00	0.47003
715.50	0.46734
716.00	0.46441
716.50	0.45849
717.00	0.45510
717.50	0.45399
718.00	0.44771
718.50	0.44385
719.00	0.44094
719.50	0.43861
720.00	0.43627
720.50	0.43254
721.00	0.43342
721.50	0.42587
722.00	0.42563
722.50	0.41988
723.00	0.41646
723.50	0.41573
724.00	0.41226
724.50	0.40713
725.00	0.40450
725.50	0.40266
726.00	0.40129
726.50	0.39580
727.00	0.39765
727.50	0.39537
728.00	0.38785
728.50	0.38726
729.00	0.38630
729.50	0.38201
730.00	0.37769
730.50	0.37434
731.00	0.37538
731.50	0.37358
732.00	0.36790
732.50	0.36310
733.00	0.36453
733.50	0.36029
734.00	0.35724
734.50	0.35303
735.00	0.35338
735.50	0.34737
736.00	0.34591
736.50	0.34429
737.00	0.34238
737.50	0.33994
738.00	0.33655
738.50	0.33513
739.00	0.33114
739.50	0.32973
740.00	0.33055
740.50	0.32525
741.00	0.32483
741.50	0.32317
742.00	0.31859
742.50	0.31683
743.00	0.31566
743.50	0.31162
744.00	0.30835
744.50	0.30988
745.00	0.30519
745.50	0.30291
746.00	0.29748
746.50	0.29766
747.00	0.29493
747.50	0.29283
748.00	0.29103
748.50	0.28941
749.00	0.28658
749.50	0.28341
750.00	0.28099
750.50	0.27901
751.00	0.27826
751.50	0.27566
752.00	0.27664
752.50	0.27451
753.00	0.26652
753.50	0.26791
754.00	0.26543
754.50	0.26071
755.00	0.26007
755.50	0.26187
756.00	0.25603
756.50	0.25257
757.00	0.25066
757.50	0.25022
758.00	0.25166
758.50	0.24386
759.00	0.24394
759.50	0.24198
760.00	0.24035
760.50	0.23893
761.00	0.24111
761.50	0.23634
762.00	0.23250
762.50	0.23066
763.00	0.22997
763.50	0.22674
764.00	0.22860
764.50	0.22350
765.00	0.22219
765.50	0.22439
766.00	0.22292
766.50	0.21969
767.00	0.22117
767.50	0.21743
768.00	0.21570
768.50	0.21332
769.00	0.21192
769.50	0.20990
770.00	0.20924
770.50	0.20685
771.00	0.20388
771.50	0.20311
772.00	0.19908
772.50	0.20112
773.00	0.19956
773.50	0.19912
774.00	0.19822
774.50	0.19345
775.00	0.19227
775.50	0.19445
776.00	0.18987
776.50	0.19291
777.00	0.18888
777.50	0.18750
778.00	0.18486
778.50	0.18600
779.00	0.18577
779.50	0.18380
780.00	0.17847
780.50	0.17990
781.00	0.18108
781.50	0.17910
782.00	0.17651
782.50	0.17558
783.00	0.17642
783.50	0.17183
784.00	0.17369
784.50	0.16961
785.00	0.16862
785.50	0.16846
786.00	0.16792
786.50	0.16499
787.00	0.16439
787.50	0.16548
788.00	0.16401
788.50	0.16297
789.00	0.16041
789.50	0.15990
790.00	0.15885
790.50	0.15704
791.00	0.15614
791.50	0.15448
792.00	0.15342
792.50	0.15382
793.00	0.15276
793.50	0.14944
794.00	0.14961
794.50	0.14877
795.00	0.14887
795.50	0.14889
796.00	0.14804
796.50	0.14337
797.00	0.14515
797.50	0.14349
798.00	0.14356
798.50	0.14352
799.00	0.14179
799.50	0.14088
800.00	0.14209
