Wavelength (nm)	T11 abs N
517.00	0.019773
518.00	0.019095
519.00	0.018568
520.00	0.018214
521.00	0.017806
522.00	0.017424
523.00	0.017022
524.00	0.016715
525.00	0.016482
526.00	0.016318
527.00	0.015975
528.00	0.015655
529.00	0.015223
530.00	0.015071
531.00	0.014930
532.00	0.014693
533.00	0.014610
534.00	0.014306
535.00	0.014075
536.00	0.013889
537.00	0.013632
538.00	0.013287
539.00	0.012910
540.00	0.012654
541.00	0.012277
542.00	0.012007
543.00	0.011708
544.00	0.011407
545.00	0.011171
546.00	0.011204
547.00	0.011477
548.00	0.011502
549.00	0.011686
550.00	0.011983
551.00	0.012648
552.00	0.013354
553.00	0.014189
554.00	0.015515
555.00	0.016996
556.00	0.018742
557.00	0.020680
558.00	0.022692
559.00	0.024842
560.00	0.026542
561.00	0.028017
562.00	0.029015
563.00	0.029272
564.00	0.028874
565.00	0.028124
566.00	0.027215
567.00	0.026427
568.00	0.026221
569.00	0.026107
570.00	0.026368
571.00	0.026733
572.00	0.026974
573.00	0.026976
574.00	0.026464
575.00	0.025804
576.00	0.024776
577.00	0.023774
578.00	0.022781
579.00	0.022116
580.00	0.021049
581.00	0.020202
582.00	0.019241
583.00	0.019027
584.00	0.018237
585.00	0.017619
586.00	0.017536
587.00	0.017687
588.00	0.018258
589.00	0.019463
590.00	0.021022
591.00	0.022961
592.00	0.025228
593.00	0.027315
594.00	0.029590
595.00	0.031728
596.00	0.034007
597.00	0.036928
598.00	0.041323
599.00	0.047614
600.00	0.056970
601.00	0.069860
602.00	0.086954
603.00	0.10850
604.00	0.13211
605.00	0.15732
606.00	0.18065
607.00	0.19756
608.00	0.20635
609.00	0.20545
610.00	0.19526
611.00	0.17733
612.00	0.15521
613.00	0.13110
614.00	0.10754
615.00	0.086484
616.00	0.068410
617.00	0.053439
618.00	0.041939
619.00	0.033272
620.00	0.026563
621.00	0.021829
622.00	0.017905
623.00	0.015046
624.00	0.012693
625.00	0.010980
626.00	0.0096099
627.00	0.0083680
628.00	0.0074567
629.00	0.0065832
630.00	0.0059576
631.00	0.0054184
632.00	0.0049168
633.00	0.0043253
634.00	0.0037677
635.00	0.0033865
636.00	0.0031109
637.00	0.0027600
638.00	0.0025818
639.00	0.0024752
640.00	0.0023723
641.00	0.0022639
642.00	0.0021271
643.00	0.0020931
644.00	0.0019314
645.00	0.0018919
646.00	0.0018349
647.00	0.0018432
648.00	0.0017771
649.00	0.0016420
650.00	0.0015676
651.00	0.0016558
652.00	0.0016889
653.00	0.0015805
654.00	0.0015235
655.00	0.0015116
656.00	0.00092737
657.00	0.0020471
658.00	0.0019103
659.00	0.0014565
660.00	0.0014648
661.00	0.0014730
662.00	0.0013977
663.00	0.0014712
664.00	0.0013665
665.00	0.0014308
666.00	0.0015318
667.00	0.0014317
668.00	0.0014721
669.00	0.0014372
670.00	0.0014455
671.00	0.0014684
672.00	0.0014804
673.00	0.0015052
674.00	0.0014795
675.00	0.0014638
676.00	0.0014308
677.00	0.0015254
678.00	0.0014611
679.00	0.0014473
680.00	0.0013738
681.00	0.0015153
682.00	0.0015116
683.00	0.0014978
684.00	0.0013986
685.00	0.0014813
686.00	0.0014997
687.00	0.0015336
688.00	0.0015272
689.00	0.0015566
690.00	0.0015364
691.00	0.0015116
692.00	0.0015906
693.00	0.0016558
694.00	0.0016237
695.00	0.0016016
696.00	0.0016053
697.00	0.0016926
698.00	0.0016797
699.00	0.0017201
700.00	0.0017275
