Wavelength (nm)	O02 abs N
590.00	0.0046308
590.25	0.0033488
590.50	0.0048336
590.75	0.0039571
591.00	0.0037217
591.25	0.0047616
591.50	0.0030284
591.75	0.0050560
592.00	0.0029891
592.25	0.0043300
592.50	0.0041010
592.75	0.0068481
593.00	0.0050756
593.25	0.0041926
593.50	0.0050429
593.75	0.0039571
594.00	0.0045393
594.25	0.0025770
594.50	0.0044804
594.75	0.0045458
595.00	0.0029826
595.25	0.0044150
595.50	0.0033031
595.75	0.0020996
596.00	0.0024789
596.25	0.0036366
596.50	0.0048270
596.75	0.0029368
597.00	0.0040749
597.25	0.0032246
597.50	0.0037020
597.75	0.0011577
598.00	0.0023874
598.25	0.0039898
598.50	0.0045654
598.75	0.0043954
599.00	0.0031853
599.25	0.0031265
599.50	0.0026948
599.75	0.0046897
600.00	0.0030218
600.25	0.0029368
600.50	0.0035843
600.75	0.0014520
601.00	0.0044935
601.25	0.0025901
601.50	0.0033685
601.75	0.0028714
602.00	0.0028518
602.25	0.0029826
602.50	0.0028583
602.75	0.0034143
603.00	0.0015109
603.25	0.0022696
603.50	0.0023808
603.75	0.0020734
604.00	0.0025967
604.25	0.0019164
604.50	0.0024004
604.75	0.0022565
605.00	0.0037151
605.25	0.0024986
605.50	0.0012820
605.75	0.0015959
606.00	0.0029629
606.25	0.0032442
606.50	0.0020276
606.75	0.0020080
607.00	0.0045262
607.25	0.0035189
607.50	0.0036039
607.75	0.0029368
608.00	0.0030741
608.25	0.0036105
608.50	0.0019753
608.75	0.0032900
609.00	0.0024528
609.25	0.0028125
609.50	0.0038459
609.75	0.0035516
610.00	0.0021061
610.25	0.0029564
610.50	0.0040160
610.75	0.0018445
611.00	0.0024135
611.25	0.0020145
611.50	0.0041795
611.75	0.0031461
612.00	0.0030087
612.25	0.0027667
612.50	0.0028779
612.75	0.0030480
613.00	0.0034143
613.25	0.0025247
613.50	0.00066715
613.75	0.0024462
614.00	0.0024004
614.25	0.0026424
614.50	0.0018379
614.75	0.0031068
615.00	0.0025770
615.25	0.0020342
615.50	0.0015698
615.75	0.0027013
616.00	0.0032507
616.25	0.0030022
616.50	0.0013605
616.75	0.0047551
617.00	0.0017856
617.25	0.0029041
617.50	0.0022500
617.75	0.0028190
618.00	0.0015763
618.25	0.0034862
618.50	0.0029368
618.75	0.0012558
619.00	0.0027733
619.25	0.0025901
619.50	0.0029499
