Wavelength (nm)	E15 ems
360.00	0.29346
360.50	0.28856
361.00	0.28490
361.50	0.27404
362.00	0.26646
362.50	0.26029
363.00	0.25684
363.50	0.24925
364.00	0.25171
364.50	0.24271
365.00	0.23995
365.50	0.23481
366.00	0.22899
366.50	0.22619
367.00	0.22464
367.50	0.22149
368.00	0.21940
368.50	0.21441
369.00	0.21210
369.50	0.20850
370.00	0.20678
370.50	0.20304
371.00	0.20196
371.50	0.19658
372.00	0.19533
372.50	0.19428
373.00	0.19508
373.50	0.18584
374.00	0.18310
374.50	0.17951
375.00	0.17828
375.50	0.17611
376.00	0.17093
376.50	0.17216
377.00	0.16589
377.50	0.16528
378.00	0.16442
378.50	0.15787
379.00	0.15890
379.50	0.15474
380.00	0.15265
380.50	0.14904
381.00	0.14640
381.50	0.14373
382.00	0.14216
382.50	0.13691
383.00	0.13684
383.50	0.13441
384.00	0.13290
384.50	0.12941
385.00	0.12950
385.50	0.12356
386.00	0.12296
386.50	0.12064
387.00	0.12093
387.50	0.11983
388.00	0.11787
388.50	0.11646
389.00	0.11535
389.50	0.11256
390.00	0.11113
390.50	0.10963
391.00	0.10915
391.50	0.10659
392.00	0.10771
392.50	0.10682
393.00	0.10349
393.50	0.10098
394.00	0.099925
394.50	0.099289
395.00	0.096844
395.50	0.098411
396.00	0.095183
396.50	0.093129
397.00	0.092219
397.50	0.089816
398.00	0.090324
398.50	0.087826
399.00	0.089594
399.50	0.085699
400.00	0.085784
400.50	0.084005
401.00	0.083339
401.50	0.082037
402.00	0.083741
402.50	0.081021
403.00	0.077379
403.50	0.080587
404.00	0.078575
404.50	0.076660
405.00	0.077750
405.50	0.074776
406.00	0.075527
406.50	0.073474
407.00	0.073463
407.50	0.070933
408.00	0.072045
408.50	0.068563
409.00	0.069155
409.50	0.067292
410.00	0.067896
410.50	0.066276
411.00	0.065726
411.50	0.064562
412.00	0.063535
412.50	0.063471
413.00	0.063101
413.50	0.061344
414.00	0.061757
414.50	0.059978
415.00	0.061333
415.50	0.055893
416.00	0.057248
416.50	0.054337
417.00	0.055501
417.50	0.053850
418.00	0.053882
418.50	0.054273
419.00	0.054199
419.50	0.051892
420.00	0.052061
420.50	0.051109
421.00	0.050368
421.50	0.049394
422.00	0.049711
422.50	0.046907
423.00	0.048388
423.50	0.046769
424.00	0.046282
424.50	0.045181
425.00	0.045467
425.50	0.045742
426.00	0.042948
426.50	0.044716
427.00	0.040683
427.50	0.041604
428.00	0.041233
428.50	0.042069
429.00	0.040206
429.50	0.040386
430.00	0.040069
430.50	0.037984
431.00	0.039095
431.50	0.037677
432.00	0.038471
432.50	0.037148
433.00	0.036523
433.50	0.034978
434.00	0.034300
434.50	0.033803
435.00	0.033485
435.50	0.032247
436.00	0.032628
436.50	0.032522
437.00	0.032257
437.50	0.030829
438.00	0.030786
438.50	0.030670
439.00	0.031083
439.50	0.028839
440.00	0.029876
440.50	0.028161
441.00	0.027569
441.50	0.026732
442.00	0.028585
442.50	0.025663
443.00	0.026796
443.50	0.024965
444.00	0.024372
444.50	0.024467
445.00	0.025208
445.50	0.024383
446.00	0.023536
446.50	0.023303
447.00	0.022096
447.50	0.022382
448.00	0.022456
448.50	0.021578
449.00	0.020593
449.50	0.021038
450.00	0.020371
450.50	0.019535
451.00	0.020350
451.50	0.018476
452.00	0.019757
452.50	0.018519
453.00	0.018688
453.50	0.018487
454.00	0.018508
454.50	0.015714
455.00	0.015830
455.50	0.016412
456.00	0.016412
456.50	0.017005
457.00	0.015417
457.50	0.016603
458.00	0.015089
458.50	0.015153
459.00	0.015185
459.50	0.014274
460.00	0.013893
460.50	0.013608
461.00	0.013258
461.50	0.013512
462.00	0.012983
462.50	0.014401
463.00	0.013682
463.50	0.012295
464.00	0.012263
464.50	0.011660
465.00	0.011448
465.50	0.010930
466.00	0.011342
466.50	0.011639
467.00	0.011353
467.50	0.0097547
468.00	0.011131
468.50	0.010062
469.00	0.0092996
469.50	0.0091937
470.00	0.0097547
470.50	0.0097441
471.00	0.0085693
471.50	0.0080506
472.00	0.0085375
472.50	0.0075743
473.00	0.0084317
473.50	0.0074050
474.00	0.0079130
474.50	0.0079024
475.00	0.0073309
475.50	0.0070980
476.00	0.0063465
476.50	0.0072991
477.00	0.0057855
477.50	0.0066640
478.00	0.0060184
478.50	0.0056162
479.00	0.0057220
479.50	0.0061136
480.00	0.0068334
480.50	0.0063253
481.00	0.0048858
481.50	0.0053939
482.00	0.0065794
482.50	0.0050552
483.00	0.0051399
483.50	0.0041767
484.00	0.0037639
484.50	0.0059760
485.00	0.0044624
485.50	0.0036792
486.00	0.0042508
486.50	0.0045683
487.00	0.0032770
487.50	0.0035310
488.00	0.0032452
488.50	0.0033617
489.00	0.0038485
489.50	0.0023138
490.00	0.0044307
490.50	0.0027054
491.00	0.0028113
491.50	0.0023985
492.00	0.0022397
492.50	0.0030653
493.00	0.0032558
493.50	0.0024408
494.00	0.0027054
494.50	0.0020174
495.00	0.0015623
495.50	0.0029277
496.00	0.0021233
496.50	0.0023138
497.00	0.0020386
497.50	0.0017422
498.00	0.0013400
498.50	0.0020598
499.00	0.0012765
499.50	0.0017105
500.00	0.0013400
