Wavelength (nm)	R03 abs N
448.00	0.32930
449.00	0.33186
450.00	0.33478
451.00	0.33726
452.00	0.34112
453.00	0.34470
454.00	0.34907
455.00	0.35366
456.00	0.35858
457.00	0.36413
458.00	0.37037
459.00	0.37614
460.00	0.38202
461.00	0.38823
462.00	0.39424
463.00	0.40306
464.00	0.41205
465.00	0.42070
466.00	0.42923
467.00	0.43814
468.00	0.45124
469.00	0.46385
470.00	0.47817
471.00	0.49595
472.00	0.51593
473.00	0.53698
474.00	0.55765
475.00	0.58263
476.00	0.60773
477.00	0.63416
478.00	0.66335
479.00	0.69403
480.00	0.72775
481.00	0.75841
482.00	0.78876
483.00	0.82073
484.00	0.85443
485.00	0.89178
486.00	0.92474
487.00	0.93225
488.00	0.95394
489.00	0.97868
490.00	0.99208
491.00	1.00000
492.00	0.99855
493.00	0.98981
494.00	0.97660
495.00	0.95617
496.00	0.92887
497.00	0.89783
498.00	0.86290
499.00	0.82739
500.00	0.79187
501.00	0.75679
502.00	0.72417
503.00	0.69505
504.00	0.66968
505.00	0.64789
506.00	0.63167
507.00	0.61805
508.00	0.60846
509.00	0.60314
510.00	0.60085
511.00	0.60127
512.00	0.60266
513.00	0.60522
514.00	0.60925
515.00	0.61107
516.00	0.61294
517.00	0.61249
518.00	0.60971
519.00	0.60421
520.00	0.59469
521.00	0.58210
522.00	0.56744
523.00	0.54755
524.00	0.52593
525.00	0.50278
526.00	0.47753
527.00	0.45168
528.00	0.42511
529.00	0.39841
530.00	0.37356
531.00	0.34944
532.00	0.32591
533.00	0.30413
534.00	0.28457
535.00	0.26662
536.00	0.25035
537.00	0.23521
538.00	0.22191
539.00	0.20990
540.00	0.19926
541.00	0.18996
542.00	0.18165
543.00	0.17389
544.00	0.16709
545.00	0.16124
546.00	0.15567
547.00	0.15089
548.00	0.14663
549.00	0.14230
550.00	0.13868
551.00	0.13570
552.00	0.13277
553.00	0.13001
554.00	0.12720
555.00	0.12527
556.00	0.12318
557.00	0.12089
558.00	0.11940
559.00	0.11756
560.00	0.11648
561.00	0.11543
562.00	0.11374
563.00	0.11260
564.00	0.11167
565.00	0.11045
566.00	0.10946
567.00	0.10870
568.00	0.10825
569.00	0.10758
570.00	0.10710
571.00	0.10616
572.00	0.10532
573.00	0.10426
574.00	0.10498
575.00	0.10382
576.00	0.10291
577.00	0.10295
578.00	0.10310
579.00	0.10082
580.00	0.10129
581.00	0.10149
582.00	0.10133
583.00	0.097879
584.00	0.098724
585.00	0.10028
586.00	0.098083
587.00	0.097550
588.00	0.097621
589.00	0.096208
590.00	0.096112
591.00	0.095576
592.00	0.095446
593.00	0.095853
594.00	0.093973
595.00	0.093534
596.00	0.093202
597.00	0.092455
598.00	0.092503
599.00	0.092367
600.00	0.091403
601.00	0.090968
602.00	0.090467
603.00	0.090611
604.00	0.090083
605.00	0.089414
606.00	0.089680
607.00	0.089109
608.00	0.089018
609.00	0.088653
610.00	0.088958
611.00	0.088584
612.00	0.088449
613.00	0.088388
614.00	0.088434
615.00	0.088671
616.00	0.088940
617.00	0.088968
618.00	0.089468
619.00	0.089511
620.00	0.090117
621.00	0.089679
622.00	0.090102
623.00	0.090707
624.00	0.091229
625.00	0.091459
626.00	0.091864
627.00	0.092433
628.00	0.092895
629.00	0.093082
630.00	0.093170
631.00	0.092884
632.00	0.092771
633.00	0.092940
634.00	0.093316
635.00	0.093641
636.00	0.094049
637.00	0.094207
638.00	0.094009
639.00	0.093868
640.00	0.093371
641.00	0.093113
642.00	0.092723
643.00	0.091702
644.00	0.091865
645.00	0.090951
646.00	0.090608
647.00	0.089727
648.00	0.089018
649.00	0.088732
650.00	0.088015
651.00	0.087032
652.00	0.086712
653.00	0.085844
654.00	0.084860
655.00	0.084231
656.00	0.082754
657.00	0.081813
658.00	0.080914
659.00	0.081113
660.00	0.081108
661.00	0.080834
662.00	0.080294
663.00	0.079985
664.00	0.079395
665.00	0.079235
666.00	0.079224
667.00	0.078789
668.00	0.079101
669.00	0.078889
670.00	0.079241
671.00	0.079750
672.00	0.080425
673.00	0.081008
674.00	0.081772
675.00	0.082760
676.00	0.084038
677.00	0.085266
678.00	0.086958
679.00	0.088408
680.00	0.090240
681.00	0.092146
682.00	0.094002
683.00	0.096189
684.00	0.098350
685.00	0.10069
686.00	0.10276
687.00	0.10479
688.00	0.10677
689.00	0.10864
690.00	0.11054
691.00	0.11216
692.00	0.11350
693.00	0.11466
694.00	0.11558
695.00	0.11631
696.00	0.11667
697.00	0.11691
698.00	0.11703
699.00	0.11667
700.00	0.11607
701.00	0.11548
702.00	0.11473
703.00	0.11392
704.00	0.11307
705.00	0.11199
706.00	0.11108
707.00	0.11024
708.00	0.10954
709.00	0.10870
710.00	0.10796
711.00	0.10733
712.00	0.10704
713.00	0.10651
714.00	0.10631
715.00	0.10608
716.00	0.10588
717.00	0.10564
718.00	0.10547
719.00	0.10534
720.00	0.10509
721.00	0.10476
722.00	0.10433
723.00	0.10395
724.00	0.10340
725.00	0.10259
726.00	0.10178
727.00	0.10090
728.00	0.099763
729.00	0.098672
730.00	0.097200
731.00	0.095735
732.00	0.094262
733.00	0.092549
734.00	0.090710
735.00	0.088996
736.00	0.087067
737.00	0.085062
738.00	0.083256
739.00	0.081235
740.00	0.079312
741.00	0.077473
742.00	0.075243
743.00	0.073370
744.00	0.071737
745.00	0.069739
746.00	0.068113
747.00	0.066275
748.00	0.064830
749.00	0.063235
750.00	0.061654
751.00	0.060438
752.00	0.059143
753.00	0.057937
754.00	0.056657
755.00	0.055752
756.00	0.054594
757.00	0.053707
758.00	0.053177
759.00	0.052689
760.00	0.051737
761.00	0.051330
762.00	0.051285
763.00	0.050627
764.00	0.050245
765.00	0.049939
766.00	0.050398
767.00	0.050425
768.00	0.049920
769.00	0.049923
770.00	0.050515
771.00	0.050447
772.00	0.051043
773.00	0.051215
774.00	0.051605
775.00	0.052013
776.00	0.052501
777.00	0.052874
778.00	0.053453
779.00	0.053980
780.00	0.054837
781.00	0.055460
782.00	0.056103
783.00	0.057040
784.00	0.057649
785.00	0.058561
786.00	0.059026
787.00	0.059845
788.00	0.060342
789.00	0.060946
790.00	0.061736
791.00	0.061966
792.00	0.062227
793.00	0.062535
794.00	0.062276
795.00	0.062458
796.00	0.062601
797.00	0.061874
798.00	0.061083
799.00	0.060490
800.00	0.059593
801.00	0.058433
802.00	0.057272
803.00	0.055772
804.00	0.054231
805.00	0.052667
806.00	0.050446
807.00	0.049081
808.00	0.047373
809.00	0.045375
810.00	0.043480
811.00	0.041329
812.00	0.039564
813.00	0.037501
814.00	0.035360
815.00	0.033999
816.00	0.032229
817.00	0.030214
818.00	0.028767
819.00	0.027226
820.00	0.025573
821.00	0.024207
822.00	0.023237
823.00	0.021797
824.00	0.020584
825.00	0.019435
826.00	0.018398
827.00	0.017452
828.00	0.016597
829.00	0.015882
830.00	0.015113
831.00	0.014425
832.00	0.013632
833.00	0.012677
834.00	0.012280
835.00	0.011820
836.00	0.011336
837.00	0.010814
838.00	0.010330
839.00	0.0098502
840.00	0.0095032
841.00	0.0092223
842.00	0.0088087
843.00	0.0084298
844.00	0.0081577
845.00	0.0077637
846.00	0.0075668
847.00	0.0072322
848.00	0.0071618
849.00	0.0067275
850.00	0.0065782
851.00	0.0063600
852.00	0.0057804
853.00	0.0055064
854.00	0.0057005
855.00	0.0057777
856.00	0.0053592
857.00	0.0052912
858.00	0.0049761
859.00	0.0049277
860.00	0.0047135
861.00	0.0044851
862.00	0.0043005
863.00	0.0041746
864.00	0.0042210
865.00	0.0040999
866.00	0.0038651
867.00	0.0037339
868.00	0.0037542
869.00	0.0035332
870.00	0.0034423
871.00	0.0031913
872.00	0.0032145
873.00	0.0032409
874.00	0.0029010
875.00	0.0028883
876.00	0.0030238
877.00	0.0029006
878.00	0.0028553
879.00	0.0025944
880.00	0.0025696
881.00	0.0027096
882.00	0.0027360
883.00	0.0024524
884.00	0.0023833
885.00	0.0021418
886.00	0.0019855
887.00	0.0018697
888.00	0.0019461
889.00	0.0017514
890.00	0.0016370
891.00	0.0017231
892.00	0.0017195
893.00	0.0016082
894.00	0.0016683
895.00	0.0014872
896.00	0.0016085
897.00	0.0013111
898.00	0.0013187
899.00	0.0013974
900.00	0.0013294
