Wavelength (nm)	I17 abs N
516.50	0.023128
516.75	0.025430
517.00	0.023368
517.25	0.023868
517.50	0.024437
517.75	0.026191
518.00	0.026451
518.25	0.023868
518.50	0.027061
518.75	0.026739
519.00	0.027458
519.25	0.025663
519.50	0.027698
519.75	0.029506
520.00	0.028801
520.25	0.026519
520.50	0.027753
520.75	0.028239
521.00	0.030054
521.25	0.029541
521.50	0.029061
521.75	0.028931
522.00	0.031562
522.25	0.030082
522.50	0.031246
522.75	0.030924
523.00	0.031945
523.25	0.032233
523.50	0.031979
523.75	0.033487
524.00	0.032582
524.25	0.033048
524.50	0.033432
524.75	0.033966
525.00	0.032891
525.25	0.035227
525.50	0.036028
525.75	0.034775
526.00	0.035528
526.25	0.037255
526.50	0.035610
526.75	0.037789
527.00	0.036583
527.25	0.038515
527.50	0.038440
527.75	0.039419
528.00	0.038289
528.25	0.038488
528.50	0.039461
528.75	0.039899
529.00	0.042078
529.25	0.041488
529.50	0.043044
529.75	0.041351
530.00	0.042865
530.25	0.045434
530.50	0.042886
530.75	0.044366
531.00	0.043708
531.25	0.046517
531.50	0.046222
531.75	0.046051
532.00	0.046524
532.25	0.044208
532.50	0.048969
532.75	0.049120
533.00	0.048209
533.25	0.048798
533.50	0.051052
533.75	0.051847
534.00	0.051107
534.25	0.052367
534.50	0.051621
534.75	0.052833
535.00	0.051682
535.25	0.052957
535.50	0.055402
535.75	0.054368
536.00	0.055916
536.25	0.053786
536.50	0.057136
536.75	0.058033
537.00	0.058965
537.25	0.060362
537.50	0.059499
537.75	0.061609
538.00	0.060088
538.25	0.061253
538.50	0.061828
538.75	0.061657
539.00	0.063541
539.25	0.065199
539.50	0.063411
539.75	0.064822
540.00	0.067295
540.25	0.063541
540.50	0.067638
540.75	0.066603
541.00	0.069679
541.25	0.070001
541.50	0.072413
541.75	0.072762
542.00	0.071303
542.25	0.072639
542.50	0.073769
542.75	0.074989
543.00	0.074557
543.25	0.076051
543.50	0.077565
543.75	0.076832
544.00	0.079640
544.25	0.077928
544.50	0.079764
544.75	0.081600
545.00	0.081339
545.25	0.083278
545.50	0.081860
545.75	0.085676
546.00	0.083134
546.25	0.084470
546.50	0.085929
546.75	0.084991
547.00	0.088115
547.25	0.088409
547.50	0.090485
547.75	0.090992
548.00	0.092225
548.25	0.091198
548.50	0.093205
548.75	0.092972
549.00	0.095233
549.25	0.095603
549.50	0.095445
549.75	0.096322
550.00	0.095801
550.25	0.098761
550.50	0.10000
550.75	0.099213
551.00	0.099775
551.25	0.10137
551.50	0.10339
551.75	0.10345
552.00	0.10380
552.25	0.10469
552.50	0.10360
