Wavelength (nm)	M03 abs N
575.00	0.022316
576.00	0.019199
577.00	0.016102
578.00	0.013586
579.00	0.011978
580.00	0.0099518
581.00	0.0083559
582.00	0.0071866
583.00	0.0066647
584.00	0.0055665
585.00	0.0043812
586.00	0.0041102
587.00	0.0035882
588.00	0.0029920
589.00	0.0026998
590.00	0.0022964
591.00	0.0019502
592.00	0.0016600
593.00	0.0013840
594.00	0.0013298
595.00	0.0012545
596.00	0.0011240
597.00	0.00094136
598.00	0.00081288
599.00	0.00063422
600.00	0.00052180
601.00	0.00055693
602.00	0.00060310
603.00	0.00053083
604.00	0.00036923
605.00	0.00032607
606.00	0.00035317
607.00	0.00028994
608.00	5.2056e-05
609.00	0.00032105
610.00	6.9117e-05
611.00	0.00018755
612.00	6.4097e-05
613.00	0.00017551
614.00	-2.8249e-05
615.00	0.00021465
616.00	0.00014841
617.00	0.00012533
618.00	-4.4310e-05
619.00	-1.2188e-05
620.00	-5.8360e-05
621.00	8.7188e-05
622.00	-1.1177e-05
623.00	5.8834e-06
624.00	9.8934e-06
625.00	0.00018856
626.00	0.00018053
627.00	2.3944e-05
628.00	-0.00013062
629.00	1.9934e-05
630.00	0.00015845
631.00	0.00017551
632.00	0.00024778
633.00	0.00018555
634.00	0.00021164
635.00	0.00029194
636.00	0.00020763
637.00	-5.8360e-05
638.00	-0.00016476
639.00	-0.00015673
640.00	-0.00010854
641.00	6.3097e-05
642.00	-0.00026312
643.00	-4.5310e-05
644.00	4.2015e-05
645.00	0.00020863
646.00	7.2127e-05
647.00	-5.7350e-05
648.00	-1.0178e-05
649.00	9.8229e-05
650.00	0.00010626
651.00	0.00016547
652.00	-9.7502e-05
653.00	-6.1676e-06
654.00	5.0046e-05
655.00	0.00037024
656.00	2.1944e-05
657.00	0.00086307
658.00	0.00086808
659.00	0.00029194
660.00	0.00046057
661.00	7.5137e-05
662.00	0.00011127
663.00	0.00021164
664.00	0.00033811
665.00	0.00020462
666.00	0.00027890
667.00	0.00013536
668.00	5.2056e-05
669.00	0.00027288
670.00	0.00016648
671.00	9.7218e-05
672.00	0.00013837
673.00	7.1127e-05
674.00	0.00018755
675.00	0.00024377
676.00	0.00015744
677.00	0.00020060
678.00	0.00032005
679.00	0.00012231
680.00	0.00024578
681.00	0.00013135
682.00	0.00019157
683.00	0.00020261
684.00	0.00018454
685.00	0.00020160
686.00	0.00032105
687.00	0.00018354
688.00	0.00025381
689.00	0.00022470
690.00	0.00025180
691.00	0.00031704
692.00	0.00032206
693.00	0.00031101
694.00	0.00021968
695.00	0.00031704
696.00	0.00032105
697.00	0.00036622
698.00	0.00033711
699.00	0.00038128
700.00	0.00031302
