Wavelength (nm)	T15 abs N
623.00	0.0092886
624.00	0.0072257
625.00	0.0059287
626.00	0.0046124
627.00	0.0038773
628.00	0.0029902
629.00	0.0023898
630.00	0.0018048
631.00	0.0017471
632.00	0.0014680
633.00	0.0010658
634.00	0.00083683
635.00	0.00080411
636.00	0.00062323
637.00	0.00046543
638.00	0.00029993
639.00	0.00032110
640.00	0.00028646
641.00	7.2858e-05
642.00	0.00011327
643.00	0.00014406
644.00	0.00026914
645.00	0.00078631
646.00	0.00059466
647.00	2.8597e-05
648.00	0.00029031
649.00	0.00028646
650.00	0.00019024
651.00	0.00015753
652.00	2.0901e-05
653.00	0.00016715
654.00	0.00025620
655.00	0.00080026
656.00	0.00029864
657.00	0.00024745
658.00	0.00056865
659.00	0.00033457
660.00	0.00075133
661.00	0.00050619
662.00	0.00066631
663.00	0.00028839
664.00	0.00080522
665.00	0.00022296
666.00	0.0012674
667.00	0.00063237
668.00	0.00021141
669.00	0.00043168
670.00	0.0013203
671.00	0.00024413
672.00	0.00039038
673.00	0.00024028
674.00	0.00026914
675.00	0.00056302
676.00	0.00014021
677.00	0.00032880
678.00	0.00040385
679.00	0.00029031
680.00	0.00012289
681.00	0.00019986
682.00	0.00033649
683.00	0.00035959
684.00	0.00021141
685.00	0.00033265
686.00	0.00024605
687.00	0.00033649
688.00	0.00028839
689.00	0.00023835
690.00	0.00032495
691.00	0.00040577
692.00	0.00039230
693.00	0.00043079
694.00	0.00041924
695.00	0.00040000
696.00	0.00043271
697.00	0.00049622
698.00	0.00065979
699.00	0.00055010
700.00	0.00056934
