Wavelength (nm)	G17 abs N
389.00	0.089877
390.00	0.090647
391.00	0.091318
392.00	0.091617
393.00	0.092035
394.00	0.092525
395.00	0.093055
396.00	0.093165
397.00	0.093340
398.00	0.093327
399.00	0.093467
400.00	0.093147
401.00	0.092994
402.00	0.093035
403.00	0.093278
404.00	0.092561
405.00	0.092310
406.00	0.092096
407.00	0.091392
408.00	0.090847
409.00	0.089745
410.00	0.088910
411.00	0.088205
412.00	0.087458
413.00	0.086353
414.00	0.085268
415.00	0.084387
416.00	0.083249
417.00	0.082070
418.00	0.080812
419.00	0.079542
420.00	0.078102
421.00	0.076387
422.00	0.074853
423.00	0.073786
424.00	0.072281
425.00	0.070776
426.00	0.069141
427.00	0.067039
428.00	0.065609
429.00	0.063983
430.00	0.062242
431.00	0.060600
432.00	0.059300
433.00	0.057353
434.00	0.055679
435.00	0.054106
436.00	0.052310
437.00	0.050970
438.00	0.049014
439.00	0.047558
440.00	0.045667
441.00	0.043910
442.00	0.042354
443.00	0.040889
444.00	0.039371
445.00	0.038188
446.00	0.036563
447.00	0.035142
448.00	0.033721
449.00	0.032318
450.00	0.030982
451.00	0.029650
452.00	0.028405
453.00	0.027066
454.00	0.025925
455.00	0.024940
456.00	0.023813
457.00	0.022475
458.00	0.021659
459.00	0.020536
460.00	0.020416
461.00	0.019146
462.00	0.018567
463.00	0.017583
464.00	0.016584
465.00	0.016192
466.00	0.015532
467.00	0.014828
468.00	0.014244
469.00	0.014122
470.00	0.013701
471.00	0.012813
472.00	0.012887
473.00	0.012238
474.00	0.012140
475.00	0.011521
476.00	0.011606
477.00	0.011185
478.00	0.010880
479.00	0.010426
480.00	0.010343
481.00	0.010144
482.00	0.0098641
483.00	0.0096430
484.00	0.0097869
485.00	0.0092901
486.00	0.0092585
487.00	0.0097489
488.00	0.0092750
489.00	0.0086204
490.00	0.0088955
491.00	0.0088567
492.00	0.0087681
493.00	0.0084904
494.00	0.0086005
495.00	0.0083663
496.00	0.0083748
497.00	0.0084144
498.00	0.0084870
499.00	0.0082963
500.00	0.0076636
501.00	0.0072821
502.00	0.0075598
503.00	0.0075552
504.00	0.0070825
505.00	0.0075653
506.00	0.0074357
507.00	0.0077333
508.00	0.0079903
509.00	0.0077729
510.00	0.0072234
511.00	0.0070973
512.00	0.0072125
513.00	0.0070002
514.00	0.0071791
515.00	0.0072682
516.00	0.0072226
517.00	0.0071867
518.00	0.0070749
519.00	0.0067947
520.00	0.0070040
521.00	0.0064933
522.00	0.0064030
523.00	0.0060249
524.00	0.0060873
525.00	0.0057181
526.00	0.0057159
527.00	0.0054885
528.00	0.0053475
529.00	0.0058016
530.00	0.0055573
531.00	0.0055252
532.00	0.0056459
533.00	0.0050150
534.00	0.0051817
535.00	0.0052602
536.00	0.0049922
537.00	0.0047913
538.00	0.0049441
539.00	0.0046621
540.00	0.0046621
541.00	0.0046765
542.00	0.0048407
543.00	0.0043608
544.00	0.0043844
545.00	0.0042469
546.00	0.0040780
547.00	0.0039544
548.00	0.0039856
549.00	0.0034775
550.00	0.0034433
551.00	0.0036628
552.00	0.0035699
553.00	0.0034382
554.00	0.0035893
555.00	0.0034188
556.00	0.0035585
557.00	0.0033648
558.00	0.0030985
559.00	0.0033673
560.00	0.0033766
561.00	0.0031500
562.00	0.0030985
563.00	0.0031762
564.00	0.0028584
565.00	0.0029310
566.00	0.0028259
567.00	0.0028010
568.00	0.0027039
569.00	0.0025258
570.00	0.0026089
571.00	0.0025802
572.00	0.0024359
573.00	0.0022460
574.00	0.0022591
575.00	0.0023515
576.00	0.0024743
577.00	0.0022152
578.00	0.0022511
579.00	0.0023587
580.00	0.0021574
581.00	0.0020911
582.00	0.0019810
583.00	0.0021152
584.00	0.0019042
585.00	0.0019590
586.00	0.0020324
587.00	0.0017261
588.00	0.0017472
589.00	0.0018506
590.00	0.0017387
591.00	0.0019320
592.00	0.0017256
593.00	0.0015931
594.00	0.0018468
595.00	0.0017328
596.00	0.0016374
597.00	0.0016083
598.00	0.0015307
599.00	0.0015429
600.00	0.0014990
