Wavelength (nm)	R02 abs N
733.00	0.0011976
734.00	0.0016578
735.00	0.0015064
736.00	0.0014107
737.00	0.0015661
738.00	0.0012513
739.00	0.0015293
740.00	0.0016777
741.00	0.0011607
742.00	0.0014127
743.00	0.0016149
744.00	0.0012533
745.00	0.0014994
746.00	0.0014247
747.00	0.0015382
748.00	0.0015641
749.00	0.0014785
750.00	0.0019118
751.00	0.0015801
752.00	0.0014107
753.00	0.0015980
754.00	0.0016229
755.00	0.0012753
756.00	0.0018480
757.00	0.0020652
758.00	0.0019875
759.00	0.0012155
760.00	0.0019447
761.00	0.0019805
762.00	0.00099235
763.00	0.0015910
764.00	0.0021011
765.00	0.0023292
766.00	0.0014097
767.00	0.0010192
768.00	0.0020144
769.00	0.0025922
770.00	0.0017952
771.00	0.0022963
772.00	0.0019088
773.00	0.0018739
774.00	0.0021718
775.00	0.0019576
776.00	0.0020542
777.00	0.0021539
778.00	0.0022455
779.00	0.0026659
780.00	0.0021638
781.00	0.0021778
782.00	0.0025812
783.00	0.0019905
784.00	0.0020831
785.00	0.0019626
786.00	0.0022475
787.00	0.0021808
788.00	0.0024866
789.00	0.0021190
790.00	0.0018939
791.00	0.0019696
792.00	0.0021270
793.00	0.0019815
794.00	0.0021335
795.00	0.0020114
796.00	0.0016010
797.00	0.0017126
798.00	0.0019038
799.00	0.0020862
800.00	0.0019606
