Wavelength (nm)	T13 abs N
496.00	0.0086017
497.00	0.0086751
498.00	0.0090670
499.00	0.0091694
500.00	0.0093486
501.00	0.0094923
502.00	0.0095206
503.00	0.0097712
504.00	0.010112
505.00	0.010442
506.00	0.010797
507.00	0.011217
508.00	0.011527
509.00	0.011972
510.00	0.012487
511.00	0.012968
512.00	0.013713
513.00	0.014456
514.00	0.015101
515.00	0.015918
516.00	0.016612
517.00	0.017352
518.00	0.018216
519.00	0.018815
520.00	0.019328
521.00	0.020175
522.00	0.020601
523.00	0.021504
524.00	0.022358
525.00	0.023068
526.00	0.023504
527.00	0.024073
528.00	0.024576
529.00	0.024559
530.00	0.024496
531.00	0.024353
532.00	0.023978
533.00	0.023762
534.00	0.023415
535.00	0.022964
536.00	0.022639
537.00	0.022397
538.00	0.022188
539.00	0.021776
540.00	0.021655
541.00	0.021452
542.00	0.021146
543.00	0.021327
544.00	0.021260
545.00	0.021419
546.00	0.021712
547.00	0.022108
548.00	0.022655
549.00	0.023481
550.00	0.024312
551.00	0.025313
552.00	0.026176
553.00	0.027008
554.00	0.027786
555.00	0.028515
556.00	0.029031
557.00	0.029827
558.00	0.030986
559.00	0.032406
560.00	0.034054
561.00	0.036321
562.00	0.039104
563.00	0.042229
564.00	0.044994
565.00	0.047030
566.00	0.048547
567.00	0.049198
568.00	0.049025
569.00	0.048279
570.00	0.047279
571.00	0.045830
572.00	0.044130
573.00	0.042290
574.00	0.040003
575.00	0.037998
576.00	0.035998
577.00	0.033556
578.00	0.031529
579.00	0.029725
580.00	0.027461
581.00	0.024852
582.00	0.023149
583.00	0.021619
584.00	0.019525
585.00	0.018056
586.00	0.017444
587.00	0.016756
588.00	0.016396
589.00	0.016264
590.00	0.016182
591.00	0.016240
592.00	0.016619
593.00	0.017295
594.00	0.018537
595.00	0.020160
596.00	0.022347
597.00	0.024926
598.00	0.027853
599.00	0.030722
600.00	0.033356
601.00	0.035620
602.00	0.037273
603.00	0.038000
604.00	0.038237
605.00	0.038041
606.00	0.037909
607.00	0.038868
608.00	0.041189
609.00	0.046339
610.00	0.054965
611.00	0.068470
612.00	0.086952
613.00	0.11075
614.00	0.13606
615.00	0.15823
616.00	0.17158
617.00	0.17314
618.00	0.16302
619.00	0.14437
620.00	0.11970
621.00	0.097118
622.00	0.073613
623.00	0.053947
624.00	0.039810
625.00	0.028734
626.00	0.021200
627.00	0.015636
628.00	0.011857
629.00	0.0092580
630.00	0.0074923
631.00	0.0062517
632.00	0.0051497
633.00	0.0043780
634.00	0.0035938
635.00	0.0030980
636.00	0.0026538
637.00	0.0023328
638.00	0.0021817
639.00	0.0021251
640.00	0.0019845
641.00	0.0019819
642.00	0.0019159
643.00	0.0017118
644.00	0.0016013
645.00	0.0018399
646.00	0.0017087
647.00	0.0015798
648.00	0.0015183
649.00	0.0015815
650.00	0.0015814
651.00	0.0014842
652.00	0.0013303
653.00	0.0013825
654.00	0.0015291
655.00	0.0014677
656.00	0.0015807
657.00	0.0016201
658.00	0.0015820
659.00	0.0016037
660.00	0.0016685
661.00	0.0015516
662.00	0.0014314
663.00	0.0015214
664.00	0.0014101
665.00	0.0013332
666.00	0.0013959
667.00	0.0012974
668.00	0.0012384
669.00	0.0011390
670.00	0.0010986
671.00	0.0010336
672.00	0.00091261
673.00	0.0010077
674.00	0.0010254
675.00	0.00095349
676.00	0.00090699
677.00	0.00087274
678.00	0.00084829
679.00	0.00082788
680.00	0.00079425
681.00	0.00076138
682.00	0.00079663
683.00	0.00081703
684.00	0.00066400
685.00	0.00071631
686.00	0.00080881
687.00	0.00076732
688.00	0.00074303
689.00	0.00064390
690.00	0.00055292
691.00	0.00060895
692.00	0.00057454
693.00	0.00052610
694.00	0.00054990
695.00	0.00042246
696.00	0.00052338
697.00	0.00029311
698.00	0.00034872
699.00	0.00035579
700.00	0.00029542
