Wavelength (nm)	C16 abs N
426.00	0.56050
427.00	0.58217
428.00	0.59988
429.00	0.62007
430.00	0.63955
431.00	0.65537
432.00	0.67233
433.00	0.69217
434.00	0.71043
435.00	0.72395
436.00	0.74183
437.00	0.76038
438.00	0.77547
439.00	0.78938
440.00	0.80570
441.00	0.82199
442.00	0.83468
443.00	0.84765
444.00	0.85801
445.00	0.86907
446.00	0.88301
447.00	0.89280
448.00	0.90359
449.00	0.91059
450.00	0.91735
451.00	0.92316
452.00	0.93092
453.00	0.93299
454.00	0.93493
455.00	0.93492
456.00	0.93183
457.00	0.92894
458.00	0.92234
459.00	0.91483
460.00	0.90391
461.00	0.89093
462.00	0.87383
463.00	0.85627
464.00	0.83705
465.00	0.81477
466.00	0.79159
467.00	0.76511
468.00	0.73494
469.00	0.70694
470.00	0.67618
471.00	0.64366
472.00	0.61133
473.00	0.57758
474.00	0.54593
475.00	0.51309
476.00	0.48235
477.00	0.44908
478.00	0.41749
479.00	0.38614
480.00	0.35700
481.00	0.32933
482.00	0.30141
483.00	0.27479
484.00	0.25076
485.00	0.22117
486.00	0.20561
487.00	0.18973
488.00	0.17014
489.00	0.15027
490.00	0.13464
491.00	0.12047
492.00	0.10657
493.00	0.094347
494.00	0.084207
495.00	0.074121
496.00	0.064571
497.00	0.057005
498.00	0.049551
499.00	0.043172
500.00	0.037762
501.00	0.033321
502.00	0.028877
503.00	0.024735
504.00	0.021575
505.00	0.019156
506.00	0.015915
507.00	0.013866
508.00	0.012299
509.00	0.010516
510.00	0.0091499
511.00	0.0078459
512.00	0.0071450
513.00	0.0055999
514.00	0.0049140
515.00	0.0042478
516.00	0.0041619
517.00	0.0042364
518.00	0.0038500
519.00	0.0033120
520.00	0.0031155
521.00	0.0031393
522.00	0.0029500
523.00	0.0026210
524.00	0.0022946
525.00	0.0027260
526.00	0.0022641
527.00	0.0022579
528.00	0.0021156
529.00	0.0020292
530.00	0.0014778
531.00	0.0014892
532.00	0.0013506
533.00	0.0018089
534.00	0.0014023
535.00	0.0017437
536.00	0.0026184
537.00	0.0018218
538.00	0.0020018
539.00	0.0019258
540.00	0.0016977
541.00	0.0015218
542.00	0.0014437
543.00	0.0024234
544.00	0.0015145
545.00	0.0016542
546.00	0.0010868
547.00	0.0017008
548.00	0.0016578
549.00	0.0017334
550.00	0.0017711
551.00	0.0018596
552.00	0.0013987
553.00	0.0020634
554.00	0.0013061
555.00	0.0017070
556.00	0.0017230
557.00	0.0018890
558.00	0.0020354
559.00	0.0016025
560.00	0.0020256
561.00	0.0019889
562.00	0.0019449
563.00	0.0018518
564.00	0.0013563
565.00	0.0015601
566.00	0.0014432
567.00	0.0015073
568.00	0.0016278
569.00	0.0015063
570.00	0.0017701
571.00	0.0018911
572.00	0.0016785
573.00	0.0017132
574.00	0.0017266
575.00	0.0017220
576.00	0.0015073
577.00	0.0015497
578.00	0.0016961
579.00	0.0015808
580.00	0.0016821
581.00	0.0016811
582.00	0.0017039
583.00	0.0016661
584.00	0.0014892
585.00	0.0015197
586.00	0.0015363
587.00	0.0017323
588.00	0.0016077
589.00	0.0019403
590.00	0.0016858
591.00	0.0016527
592.00	0.0016935
593.00	0.0017721
594.00	0.0017427
595.00	0.0017065
596.00	0.0017106
597.00	0.0016227
598.00	0.0017152
599.00	0.0016454
600.00	0.0015849
