Wavelength (nm)	P04 abs N
410.75	0.013781
411.00	0.013049
411.25	0.010058
411.50	0.013705
411.75	0.011050
412.00	0.0099812
412.25	0.011187
412.50	0.013079
412.75	0.013583
413.00	0.012042
413.25	0.013522
413.50	0.013568
413.75	0.012179
414.00	0.0093402
414.25	0.010195
414.50	0.014193
414.75	0.013949
415.00	0.014728
415.25	0.013354
415.50	0.013491
415.75	0.010088
416.00	0.014957
416.25	0.0095997
416.50	0.013369
416.75	0.0092181
417.00	0.012896
417.25	0.015552
417.50	0.015659
417.75	0.015170
418.00	0.010470
418.25	0.017643
418.50	0.013614
418.75	0.012698
419.00	0.014377
419.25	0.013049
419.50	0.013049
419.75	0.014911
420.00	0.014148
420.25	0.013568
420.50	0.014071
420.75	0.015094
421.00	0.015674
421.25	0.015277
421.50	0.010424
421.75	0.017292
422.00	0.016086
422.25	0.014346
422.50	0.015170
422.75	0.015857
423.00	0.015643
423.25	0.017841
423.50	0.016712
423.75	0.015384
424.00	0.015659
424.25	0.017002
424.50	0.016300
424.75	0.013018
425.00	0.015567
425.25	0.016193
425.50	0.016132
425.75	0.017856
426.00	0.016803
426.25	0.018970
426.50	0.016178
426.75	0.015857
427.00	0.018101
427.25	0.018726
427.50	0.019154
427.75	0.015506
428.00	0.021214
428.25	0.017612
428.50	0.017643
428.75	0.017170
429.00	0.019825
429.25	0.021595
429.50	0.020207
429.75	0.019016
430.00	0.021977
430.25	0.022252
430.50	0.015765
430.75	0.018390
431.00	0.017276
431.25	0.015918
431.50	0.017063
431.75	0.020848
432.00	0.019062
432.25	0.023213
432.50	0.020085
432.75	0.018711
433.00	0.021565
433.25	0.019321
433.50	0.019169
433.75	0.019978
434.00	0.020115
434.25	0.020390
434.50	0.021305
434.75	0.020649
435.00	0.021550
435.25	0.021718
435.50	0.023808
435.75	0.020252
436.00	0.021244
436.25	0.023580
436.50	0.019947
436.75	0.025747
437.00	0.023045
437.25	0.021473
437.50	0.024419
437.75	0.024510
438.00	0.024282
438.25	0.025014
438.50	0.026693
438.75	0.029074
439.00	0.025075
439.25	0.022465
439.50	0.025319
439.75	0.028143
440.00	0.023122
440.25	0.023808
440.50	0.026662
440.75	0.028814
441.00	0.025930
441.25	0.025533
441.50	0.028662
441.75	0.027288
442.00	0.031516
442.25	0.028814
442.50	0.028265
442.75	0.031378
443.00	0.031409
443.25	0.028921
443.50	0.029791
443.75	0.030203
444.00	0.030646
444.25	0.034400
444.50	0.032431
444.75	0.031592
445.00	0.035346
445.25	0.032767
445.50	0.032920
445.75	0.034309
446.00	0.037178
446.25	0.035468
446.50	0.035758
446.75	0.037758
447.00	0.037773
447.25	0.034965
447.50	0.039177
447.75	0.040169
448.00	0.039299
448.25	0.038277
448.50	0.041497
448.75	0.041955
449.00	0.041680
449.25	0.042168
449.50	0.042596
449.75	0.042397
450.00	0.040810
450.25	0.042550
450.50	0.043969
450.75	0.045938
451.00	0.046533
451.25	0.044336
451.50	0.046549
451.75	0.047556
452.00	0.047449
452.25	0.048273
452.50	0.047327
452.75	0.050196
453.00	0.049113
453.25	0.051249
453.50	0.048914
453.75	0.054073
454.00	0.056087
454.25	0.053645
454.50	0.055568
454.75	0.051341
455.00	0.056392
455.25	0.053142
455.50	0.057110
455.75	0.057323
456.00	0.056163
456.25	0.056621
456.50	0.055919
456.75	0.060818
457.00	0.060956
457.25	0.056438
457.50	0.060025
457.75	0.060513
458.00	0.062253
458.25	0.060635
458.50	0.061383
458.75	0.063413
459.00	0.063275
459.25	0.064374
459.50	0.064161
459.75	0.065412
460.00	0.065717
460.25	0.066053
460.50	0.065824
460.75	0.065641
461.00	0.066328
461.25	0.065336
461.50	0.069167
461.75	0.069823
462.00	0.071395
462.25	0.073913
462.50	0.071715
462.75	0.075332
463.00	0.072524
463.25	0.075363
463.50	0.075363
463.75	0.078751
464.00	0.075241
464.25	0.076248
464.50	0.078980
464.75	0.077301
465.00	0.080796
465.25	0.081422
465.50	0.082032
465.75	0.082978
466.00	0.087313
466.25	0.083360
466.50	0.084138
466.75	0.091021
467.00	0.084352
467.25	0.089251
467.50	0.089678
467.75	0.088686
468.00	0.093479
468.25	0.097691
468.50	0.095692
468.75	0.099690
469.00	0.10235
469.25	0.10393
469.50	0.10679
469.75	0.10636
470.00	0.10790
470.25	0.11056
470.50	0.10871
470.75	0.11100
471.00	0.11572
471.25	0.11900
471.50	0.12013
471.75	0.12353
472.00	0.12695
472.25	0.12777
472.50	0.12617
472.75	0.13404
473.00	0.13346
473.25	0.13392
473.50	0.13820
473.75	0.14447
474.00	0.14285
474.25	0.14720
474.50	0.15089
474.75	0.15256
475.00	0.15512
475.25	0.15698
475.50	0.16307
475.75	0.16408
476.00	0.16838
476.25	0.17485
476.50	0.17417
476.75	0.18047
477.00	0.18053
477.25	0.18540
477.50	0.18679
477.75	0.19202
478.00	0.19303
478.25	0.19412
478.50	0.19981
478.75	0.20072
479.00	0.20755
479.25	0.20823
479.50	0.21122
479.75	0.21141
480.00	0.21647
480.25	0.22087
480.50	0.22085
480.75	0.22375
481.00	0.22578
481.25	0.22960
481.50	0.23035
481.75	0.23509
482.00	0.23819
482.25	0.23911
482.50	0.24428
482.75	0.24176
483.00	0.24321
483.25	0.24677
483.50	0.25016
483.75	0.25393
484.00	0.25391
484.25	0.25419
484.50	0.25974
484.75	0.25863
485.00	0.25896
485.25	0.26420
485.50	0.26838
485.75	0.26478
486.00	0.26694
486.25	0.27203
486.50	0.27061
486.75	0.27000
487.00	0.27148
487.25	0.27081
487.50	0.27358
487.75	0.27355
488.00	0.27412
488.25	0.27711
488.50	0.28027
488.75	0.27668
489.00	0.27517
489.25	0.28036
489.50	0.28080
489.75	0.27809
490.00	0.27674
490.25	0.27950
490.50	0.28143
490.75	0.28152
491.00	0.27816
491.25	0.28421
491.50	0.28421
491.75	0.28726
492.00	0.28480
492.25	0.28460
492.50	0.29065
492.75	0.28778
493.00	0.28727
493.25	0.28901
493.50	0.28703
493.75	0.29071
494.00	0.29493
494.25	0.29761
494.50	0.29501
494.75	0.30011
495.00	0.30049
495.25	0.30034
495.50	0.29886
495.75	0.30411
496.00	0.30739
496.25	0.31009
496.50	0.31682
496.75	0.31800
497.00	0.31948
497.25	0.32180
497.50	0.32827
497.75	0.32805
498.00	0.33494
498.25	0.33413
498.50	0.34377
498.75	0.35180
499.00	0.35386
499.25	0.35989
499.50	0.36297
499.75	0.36830
500.00	0.37906
500.25	0.38367
500.50	0.38934
500.75	0.39949
501.00	0.40438
501.25	0.40934
501.50	0.41892
501.75	0.42700
502.00	0.43524
502.25	0.44546
502.50	0.45497
502.75	0.46506
503.00	0.47670
503.25	0.48439
503.50	0.49352
503.75	0.50648
504.00	0.51817
504.25	0.52728
504.50	0.53764
504.75	0.55147
505.00	0.56681
505.25	0.57862
505.50	0.59182
505.75	0.60373
506.00	0.61237
506.25	0.63056
506.50	0.64388
506.75	0.65638
507.00	0.67028
507.25	0.68381
507.50	0.69658
507.75	0.71062
508.00	0.72565
508.25	0.73754
508.50	0.75595
508.75	0.76904
509.00	0.78208
509.25	0.79564
509.50	0.80822
509.75	0.82409
510.00	0.83352
510.25	0.84561
510.50	0.85842
510.75	0.86971
511.00	0.88190
511.25	0.89472
511.50	0.90603
511.75	0.92018
512.00	0.93196
512.25	0.93865
512.50	0.94552
512.75	0.95432
513.00	0.96937
513.25	0.97146
513.50	0.97390
513.75	0.97888
514.00	0.98968
514.25	0.99150
514.50	0.99550
514.75	0.99570
515.00	0.99770
515.25	0.99873
515.50	1.00000
515.75	0.99620
516.00	0.99292
516.25	0.98970
516.50	0.98561
516.75	0.98111
517.00	0.98017
517.25	0.97004
517.50	0.96548
517.75	0.95798
518.00	0.94806
518.25	0.94260
518.50	0.92886
518.75	0.91862
519.00	0.90800
519.25	0.89469
519.50	0.88889
519.75	0.87873
520.00	0.86606
520.25	0.85497
520.50	0.83510
520.75	0.82962
521.00	0.81457
521.25	0.79807
521.50	0.78542
521.75	0.77370
522.00	0.75979
522.25	0.74279
522.50	0.73107
522.75	0.71660
523.00	0.69841
523.25	0.68550
523.50	0.66851
523.75	0.65021
524.00	0.63894
524.25	0.62505
524.50	0.60901
524.75	0.59352
525.00	0.57899
525.25	0.56505
525.50	0.55284
525.75	0.53412
526.00	0.51934
526.25	0.50355
526.50	0.49502
526.75	0.47985
527.00	0.46393
527.25	0.44954
527.50	0.43194
527.75	0.42631
528.00	0.40865
528.25	0.39427
528.50	0.38667
528.75	0.37655
529.00	0.36580
529.25	0.34504
529.50	0.33608
529.75	0.32596
530.00	0.31120
530.25	0.30160
530.50	0.29202
530.75	0.28370
531.00	0.27554
531.25	0.26215
531.50	0.25431
531.75	0.24372
532.00	0.23660
532.25	0.22647
532.50	0.21715
532.75	0.21006
533.00	0.20764
533.25	0.19553
533.50	0.18778
533.75	0.18131
534.00	0.17379
534.25	0.17301
534.50	0.16643
534.75	0.16120
535.00	0.15546
535.25	0.15121
535.50	0.14290
535.75	0.13933
536.00	0.13096
536.25	0.12698
536.50	0.12205
536.75	0.11469
537.00	0.11280
537.25	0.10819
537.50	0.10360
537.75	0.098866
538.00	0.095783
538.25	0.090197
538.50	0.089709
538.75	0.083909
539.00	0.079941
539.25	0.080201
539.50	0.074172
539.75	0.072570
540.00	0.070479
540.25	0.063794
540.50	0.063199
540.75	0.060895
541.00	0.058193
541.25	0.055034
541.50	0.051814
541.75	0.051127
542.00	0.049815
542.25	0.047067
542.50	0.046213
542.75	0.045358
543.00	0.042580
543.25	0.039559
543.50	0.036476
543.75	0.037849
544.00	0.034980
544.25	0.036140
544.50	0.033027
544.75	0.035987
545.00	0.028311
545.25	0.031027
545.50	0.028601
545.75	0.028204
546.00	0.030188
546.25	0.022359
546.50	0.025823
546.75	0.024159
547.00	0.024633
547.25	0.025640
547.50	0.024175
547.75	0.024404
548.00	0.020054
548.25	0.021473
548.50	0.019459
548.75	0.020619
549.00	0.018497
549.25	0.018375
549.50	0.015231
549.75	0.019749
550.00	0.015155
550.25	0.014193
550.50	0.015598
550.75	0.015491
551.00	0.010241
551.25	0.015124
551.50	0.013598
551.75	0.012515
552.00	0.010515
552.25	0.011294
552.50	0.010058
552.75	0.0094165
553.00	0.0094471
553.25	0.012332
553.50	0.013827
553.75	0.0092029
554.00	0.0076614
554.25	0.011599
554.50	0.0091571
554.75	0.0075088
555.00	0.013003
555.25	0.0069747
555.50	0.010546
555.75	0.0097523
556.00	0.010363
556.25	0.0073715
556.50	0.0077683
556.75	0.0084703
557.00	0.0090960
557.25	0.0065473
557.50	0.0079209
557.75	0.010790
558.00	0.0088824
558.25	0.0074478
558.50	0.0079667
558.75	0.0056163
559.00	0.0079667
559.25	0.0054027
559.50	0.0049754
559.75	0.0065015
560.00	0.012759
560.25	0.0045022
560.50	0.0081040
560.75	0.0050974
561.00	0.011034
561.25	0.0072494
561.50	0.0072951
561.75	0.0077377
562.00	0.0054485
562.25	0.0093708
562.50	0.0031439
562.75	0.0056469
563.00	0.0079667
563.25	0.0098133
563.50	0.0075699
563.75	0.0026403
564.00	0.0075241
564.25	0.0045022
564.50	0.0088366
564.75	0.0050059
565.00	0.0061352
565.25	0.0078904
565.50	0.0067610
565.75	0.0075851
566.00	0.0043801
566.25	0.0048685
566.50	0.0027471
566.75	0.0052043
567.00	0.0057690
567.25	0.0067457
567.50	0.0029761
567.75	0.0048227
568.00	0.0064100
568.25	0.0026556
568.50	0.0027777
568.75	0.0051280
569.00	0.0076920
569.25	0.0063947
569.50	0.0096760
569.75	0.0049601
570.00	0.0055858
570.25	-0.00025945
570.50	0.0034186
570.75	0.0042733
571.00	-0.0024266
571.25	0.0016025
571.50	0.0018314
571.75	0.00090045
572.00	0.0016941
572.25	0.0044564
572.50	0.0012667
572.75	0.0022282
573.00	0.00085466
573.25	0.00054943
573.50	0.00074783
573.75	0.00073257
574.00	0.0015872
574.25	-0.0013125
574.50	0.0036476
574.75	0.0015262
575.00	0.0010378
575.25	0.0056163
575.50	0.0010073
575.75	-6.1047e-05
576.00	4.5785e-05
576.25	0.0018009
576.50	0.0048990
576.75	0.0038612
577.00	0.0016330
577.25	0.0027471
577.50	0.0015872
577.75	-0.0016788
578.00	0.0013278
578.25	-0.0018009
578.50	0.0041360
578.75	0.0027319
579.00	0.00077835
579.25	0.00079361
579.50	0.0013278
579.75	0.0033118
580.00	0.00019840
580.25	0.0058453
580.50	0.00079361
580.75	0.0027471
581.00	0.00077835
581.25	0.0015567
581.50	0.0022282
581.75	0.0026556
582.00	0.0020146
582.25	0.0012057
582.50	0.0012362
582.75	0.0038002
583.00	0.0016788
583.25	0.00039681
583.50	0.0031592
583.75	0.0028387
584.00	-0.00062573
584.25	0.0028082
584.50	0.0034034
584.75	-0.0017093
585.00	0.0022435
585.25	0.0057384
585.50	0.0017551
585.75	0.0029761
586.00	1.5262e-05
586.25	0.0050974
586.50	0.0017093
586.75	0.0042733
587.00	0.0027319
587.25	0.0011294
587.50	0.0010378
587.75	0.0013888
588.00	0.00035102
588.25	0.0042886
588.50	0.0024114
588.75	0.0013736
589.00	0.0043344
589.25	-0.0025029
589.50	-0.00086992
589.75	0.0015109
590.00	-0.00097676
590.25	0.0023045
590.50	-0.00061047
590.75	0.0027166
591.00	0.0019688
591.25	0.0040749
591.50	0.0039223
591.75	0.00030524
592.00	0.0024877
592.25	0.0019077
592.50	0.0012209
592.75	0.0038918
593.00	0.0031897
593.25	0.0016025
593.50	0.00035102
593.75	-0.0024114
594.00	-0.00091571
594.25	0.0040444
594.50	0.0031745
594.75	0.0036628
595.00	0.0025792
595.25	0.0039223
595.50	-0.0037544
595.75	0.00018314
596.00	-0.00071731
596.25	0.0020146
596.50	0.0029150
596.75	0.00045785
597.00	4.5785e-05
597.25	-0.00035102
597.50	0.0035713
597.75	-0.00027471
598.00	0.0043344
598.25	0.0017246
598.50	0.0027471
598.75	0.0029608
599.00	0.0055858
599.25	0.0050974
599.50	0.0025640
599.75	0.0030371
600.00	0.00086992
