Wavelength (nm)	T03 abs N
509.00	0.10104
510.00	0.098236
511.00	0.093796
512.00	0.089229
513.00	0.083889
514.00	0.078707
515.00	0.073759
516.00	0.068769
517.00	0.064482
518.00	0.060387
519.00	0.056988
520.00	0.054301
521.00	0.052368
522.00	0.050686
523.00	0.049943
524.00	0.049971
525.00	0.050065
526.00	0.051551
527.00	0.053472
528.00	0.056232
529.00	0.059913
530.00	0.063947
531.00	0.068759
532.00	0.073521
533.00	0.078013
534.00	0.082001
535.00	0.085233
536.00	0.086962
537.00	0.087576
538.00	0.086938
539.00	0.084974
540.00	0.081499
541.00	0.077763
542.00	0.072885
543.00	0.067881
544.00	0.062423
545.00	0.057233
546.00	0.052596
547.00	0.048122
548.00	0.044690
549.00	0.041601
550.00	0.039448
551.00	0.037988
552.00	0.036751
553.00	0.035955
554.00	0.035670
555.00	0.035420
556.00	0.035347
557.00	0.035256
558.00	0.035222
559.00	0.035145
560.00	0.035031
561.00	0.034716
562.00	0.034462
563.00	0.033728
564.00	0.033057
565.00	0.032274
566.00	0.031339
567.00	0.030494
568.00	0.029241
569.00	0.028075
570.00	0.026986
571.00	0.025721
572.00	0.024651
573.00	0.023771
574.00	0.023064
575.00	0.022142
576.00	0.021482
577.00	0.021086
578.00	0.020546
579.00	0.020086
580.00	0.020066
581.00	0.019993
582.00	0.019850
583.00	0.019565
584.00	0.020076
585.00	0.020586
586.00	0.020686
587.00	0.021422
588.00	0.022184
589.00	0.023026
590.00	0.024280
591.00	0.025689
592.00	0.027727
593.00	0.029658
594.00	0.031698
595.00	0.034617
596.00	0.037580
597.00	0.041214
598.00	0.045449
599.00	0.049495
600.00	0.053617
601.00	0.058103
602.00	0.062647
603.00	0.067099
604.00	0.070979
605.00	0.074608
606.00	0.077732
607.00	0.080160
608.00	0.082059
609.00	0.083345
610.00	0.084052
611.00	0.084154
612.00	0.083585
613.00	0.082479
614.00	0.081002
615.00	0.079123
616.00	0.076866
617.00	0.074248
618.00	0.071638
619.00	0.069010
620.00	0.066022
621.00	0.063478
622.00	0.060614
623.00	0.058279
624.00	0.056120
625.00	0.053968
626.00	0.052307
627.00	0.050921
628.00	0.049763
629.00	0.048931
630.00	0.048422
631.00	0.048125
632.00	0.048263
633.00	0.048399
634.00	0.048970
635.00	0.049642
636.00	0.050384
637.00	0.051406
638.00	0.052510
639.00	0.053742
640.00	0.055250
641.00	0.057523
642.00	0.059989
643.00	0.062622
644.00	0.065876
645.00	0.070035
646.00	0.075386
647.00	0.081332
648.00	0.088872
649.00	0.097603
650.00	0.10762
651.00	0.11977
652.00	0.13396
653.00	0.15010
654.00	0.16703
655.00	0.19580
656.00	0.21959
657.00	0.22355
658.00	0.25791
659.00	0.29173
660.00	0.32225
661.00	0.35243
662.00	0.38122
663.00	0.40955
664.00	0.43390
665.00	0.45333
666.00	0.46871
667.00	0.47751
668.00	0.47872
669.00	0.47444
670.00	0.46277
671.00	0.44480
672.00	0.42155
673.00	0.39470
674.00	0.36439
675.00	0.33193
676.00	0.29944
677.00	0.26763
678.00	0.23642
679.00	0.20812
680.00	0.18211
681.00	0.15886
682.00	0.13841
683.00	0.12084
684.00	0.10571
685.00	0.092798
686.00	0.082508
687.00	0.073619
688.00	0.066358
689.00	0.060145
690.00	0.055074
691.00	0.050786
692.00	0.047184
693.00	0.043878
694.00	0.041030
695.00	0.038791
696.00	0.036449
697.00	0.034428
698.00	0.032528
699.00	0.030746
700.00	0.029210
701.00	0.027691
702.00	0.026165
703.00	0.024805
704.00	0.023414
705.00	0.022119
706.00	0.020936
707.00	0.019698
708.00	0.018583
709.00	0.017683
710.00	0.016530
711.00	0.015532
712.00	0.014865
713.00	0.014020
714.00	0.013299
715.00	0.012525
716.00	0.011766
717.00	0.011406
718.00	0.010827
719.00	0.010337
720.00	0.0097408
721.00	0.0093659
722.00	0.0088859
723.00	0.0085500
724.00	0.0081469
725.00	0.0077965
726.00	0.0074358
727.00	0.0070775
728.00	0.0068675
729.00	0.0066389
730.00	0.0063572
731.00	0.0060930
732.00	0.0058170
733.00	0.0056565
734.00	0.0054086
735.00	0.0051522
736.00	0.0050231
737.00	0.0048562
738.00	0.0047780
739.00	0.0046032
740.00	0.0044374
741.00	0.0043176
742.00	0.0042514
743.00	0.0040508
744.00	0.0039852
745.00	0.0039386
746.00	0.0037527
747.00	0.0036295
748.00	0.0035281
749.00	0.0034852
750.00	0.0033095
751.00	0.0031388
752.00	0.0031232
753.00	0.0029950
754.00	0.0029430
755.00	0.0028204
756.00	0.0027371
757.00	0.0026108
758.00	0.0024417
759.00	0.0024074
760.00	0.0022900
761.00	0.0022690
762.00	0.0021890
763.00	0.0022315
764.00	0.0021396
765.00	0.0019334
766.00	0.0019906
767.00	0.0020098
768.00	0.0019266
769.00	0.0017309
770.00	0.0016558
771.00	0.0016871
772.00	0.0016647
773.00	0.0016085
774.00	0.0014768
775.00	0.0015185
776.00	0.0014721
777.00	0.0014054
778.00	0.0013201
779.00	0.0012121
780.00	0.0012441
781.00	0.0011257
782.00	0.0010618
783.00	0.0011865
784.00	0.0010888
785.00	0.0010438
786.00	0.00092662
787.00	0.00094267
788.00	0.00087807
789.00	0.00077141
790.00	0.00079972
791.00	0.00082623
792.00	0.00071589
793.00	0.00065410
794.00	0.00057459
795.00	0.00055202
796.00	0.00053773
797.00	0.00053005
798.00	0.00045096
799.00	0.00046320
800.00	0.00037299
