Wavelength (nm)	B03 ems
494.00	0.0032507
494.50	0.0031951
495.00	0.0031310
495.50	0.0030552
496.00	0.0030237
496.50	0.0029822
497.00	0.0029691
497.50	0.0028844
498.00	0.0027814
498.50	0.0028140
499.00	0.0028060
499.50	0.0027156
500.00	0.0026630
