Wavelength (nm)	G19 abs N
262.00	0.39250
262.25	0.38922
262.50	0.38454
262.75	0.38459
263.00	0.38046
263.25	0.37725
263.50	0.37347
263.75	0.36830
264.00	0.36560
264.25	0.36031
264.50	0.35511
264.75	0.34843
265.00	0.34424
265.25	0.33998
265.50	0.33475
265.75	0.32919
266.00	0.32586
266.25	0.32273
266.50	0.31974
266.75	0.31703
267.00	0.31743
267.25	0.31637
267.50	0.31438
267.75	0.31471
268.00	0.31442
268.25	0.31616
268.50	0.31660
268.75	0.32021
269.00	0.32230
269.25	0.32450
269.50	0.32562
269.75	0.32623
270.00	0.32972
270.25	0.33174
270.50	0.33198
270.75	0.33272
271.00	0.33198
271.25	0.33107
271.50	0.32977
271.75	0.32738
272.00	0.32378
272.25	0.31896
272.50	0.31390
272.75	0.30704
273.00	0.30113
273.25	0.29430
273.50	0.28697
273.75	0.27924
274.00	0.27078
274.25	0.26280
274.50	0.25454
274.75	0.24279
275.00	0.23298
275.25	0.22316
275.50	0.21222
275.75	0.20210
276.00	0.19308
276.25	0.18567
276.50	0.17973
276.75	0.17146
277.00	0.16402
277.25	0.15644
277.50	0.14863
277.75	0.14259
278.00	0.13651
278.25	0.12822
278.50	0.12388
278.75	0.11719
279.00	0.11278
279.25	0.10646
279.50	0.10044
279.75	0.095967
280.00	0.092198
280.25	0.088850
280.50	0.084092
280.75	0.079971
281.00	0.077277
281.25	0.074162
281.50	0.071267
281.75	0.067410
282.00	0.065144
282.25	0.062476
282.50	0.059386
282.75	0.058663
283.00	0.056057
283.25	0.054012
283.50	0.052439
283.75	0.052043
284.00	0.052408
284.25	0.048487
284.50	0.048519
284.75	0.048179
285.00	0.046983
285.25	0.046952
285.50	0.045913
285.75	0.045139
286.00	0.044919
286.25	0.043604
286.50	0.043440
286.75	0.043018
287.00	0.042704
287.25	0.042899
287.50	0.042830
287.75	0.041810
288.00	0.041798
288.25	0.040998
288.50	0.041477
288.75	0.042081
289.00	0.043629
289.25	0.042389
289.50	0.042213
289.75	0.039872
290.00	0.041766
290.25	0.042244
290.50	0.042534
290.75	0.042591
291.00	0.042528
291.25	0.043516
291.50	0.044743
291.75	0.042421
292.00	0.042805
292.25	0.043346
292.50	0.043012
292.75	0.043950
293.00	0.045051
293.25	0.046303
293.50	0.045341
293.75	0.046901
294.00	0.046077
294.25	0.044434
294.50	0.045347
294.75	0.046203
295.00	0.046712
295.25	0.047631
295.50	0.047386
295.75	0.048940
296.00	0.048550
296.25	0.048839
296.50	0.048198
296.75	0.048814
297.00	0.049903
297.25	0.049884
297.50	0.050941
297.75	0.052030
298.00	0.051583
298.25	0.053112
298.50	0.052533
298.75	0.053471
299.00	0.053351
299.25	0.053666
299.50	0.054327
299.75	0.054239
300.00	0.054528
300.25	0.056070
300.50	0.056473
300.75	0.056869
301.00	0.057989
301.25	0.058109
301.50	0.058361
301.75	0.057517
302.00	0.059519
302.25	0.059393
302.50	0.061029
302.75	0.061199
303.00	0.062684
303.25	0.062187
303.50	0.064012
303.75	0.064553
304.00	0.064805
304.25	0.064641
304.50	0.065340
304.75	0.066995
305.00	0.067391
305.25	0.069480
305.50	0.068964
305.75	0.069499
306.00	0.069908
306.25	0.070896
306.50	0.070569
306.75	0.072929
307.00	0.071960
307.25	0.074087
307.50	0.074741
307.75	0.076522
308.00	0.075616
308.25	0.077246
308.50	0.077661
308.75	0.078133
309.00	0.078064
309.25	0.079618
309.50	0.080002
309.75	0.080266
310.00	0.069820
310.25	0.077913
310.50	0.077126
310.75	0.080015
311.00	0.077296
311.25	0.082790
311.50	0.078108
311.75	0.077189
312.00	0.080650
312.25	0.085641
312.50	0.082079
312.75	0.082312
313.00	0.087075
313.25	0.087006
313.50	0.084929
313.75	0.087818
314.00	0.088057
314.25	0.088485
314.50	0.091134
314.75	0.088340
315.00	0.094073
315.25	0.085773
315.50	0.091367
315.75	0.092531
316.00	0.088038
316.25	0.095420
316.50	0.094772
316.75	0.093771
317.00	0.096697
317.25	0.095036
317.50	0.096408
317.75	0.096414
318.00	0.096351
318.25	0.095483
318.50	0.099347
318.75	0.10128
319.00	0.095074
319.25	0.099026
319.50	0.096471
319.75	0.097339
320.00	0.099724
320.25	0.10270
320.50	0.10117
320.75	0.10025
321.00	0.10208
321.25	0.099793
321.50	0.096659
321.75	0.10341
322.00	0.10222
322.25	0.099605
322.50	0.097440
322.75	0.10635
323.00	0.10111
323.25	0.10670
323.50	0.10412
323.75	0.10010
324.00	0.10270
324.25	0.10372
324.50	0.10190
324.75	0.10351
325.00	0.10224
325.25	0.097157
325.50	0.10297
325.75	0.099101
326.00	0.10436
326.25	0.098843
326.50	0.098466
326.75	0.099139
327.00	0.099397
327.25	0.10280
327.50	0.098875
327.75	0.099705
328.00	0.095772
328.25	0.097673
328.50	0.098044
328.75	0.094205
329.00	0.093400
329.25	0.099315
329.50	0.093330
329.75	0.097899
330.00	0.094677
330.25	0.095351
330.50	0.091864
330.75	0.091090
331.00	0.093003
331.25	0.094375
331.50	0.092519
331.75	0.091122
332.00	0.091820
332.25	0.089530
332.50	0.087893
332.75	0.087447
333.00	0.091644
333.25	0.083790
333.50	0.087749
333.75	0.084860
334.00	0.083803
334.25	0.083092
334.50	0.083060
334.75	0.083073
335.00	0.081997
335.25	0.082041
335.50	0.081500
335.75	0.076151
336.00	0.078951
336.25	0.074213
336.50	0.079278
336.75	0.071022
337.00	0.073841
337.25	0.074433
337.50	0.072860
337.75	0.070342
338.00	0.071343
338.25	0.068140
338.50	0.067850
338.75	0.064490
339.00	0.065956
339.25	0.064440
339.50	0.063697
339.75	0.059921
340.00	0.059657
340.25	0.060374
340.50	0.057700
340.75	0.055623
341.00	0.059160
341.25	0.052728
341.50	0.052049
341.75	0.052439
342.00	0.052999
342.25	0.052552
342.50	0.049355
342.75	0.048732
343.00	0.045894
343.25	0.044485
343.50	0.045869
343.75	0.042402
344.00	0.042641
344.25	0.041439
344.50	0.040545
344.75	0.041791
345.00	0.038242
345.25	0.037669
345.50	0.036524
345.75	0.035203
346.00	0.031880
346.25	0.031458
346.50	0.031540
346.75	0.032547
347.00	0.029766
347.25	0.030181
347.50	0.030464
347.75	0.030275
348.00	0.026877
348.25	0.028255
348.50	0.024775
348.75	0.026002
349.00	0.026537
349.25	0.024064
349.50	0.022233
349.75	0.022548
350.00	0.023687
350.25	0.020515
350.50	0.020238
350.75	0.020710
351.00	0.020270
351.25	0.017129
351.50	0.017564
351.75	0.018161
352.00	0.018457
352.25	0.016374
352.50	0.019055
352.75	0.017010
353.00	0.017079
353.25	0.013303
353.50	0.014392
353.75	0.017784
354.00	0.013473
354.25	0.014757
354.50	0.014870
354.75	0.014386
355.00	0.014763
355.25	0.012340
355.50	0.0091436
355.75	0.010453
356.00	0.010062
356.25	0.012882
356.50	0.010591
356.75	0.0098925
357.00	0.0096722
357.25	0.010289
357.50	0.010264
357.75	0.011120
358.00	0.0084514
358.25	0.0085521
358.50	0.0074068
358.75	0.0068152
359.00	0.0096722
359.25	0.010220
359.50	0.0099114
359.75	0.0095590
360.00	0.0071865
360.25	0.0096534
360.50	0.0075012
360.75	0.0088856
361.00	0.0074131
361.25	0.0059657
361.50	0.0057643
361.75	0.0067838
362.00	0.0073250
362.25	0.0063936
362.50	0.0095149
362.75	0.0077718
363.00	0.0040967
363.25	0.0064817
363.50	0.0061104
363.75	0.0078410
364.00	0.0082249
364.25	0.0082752
364.50	0.0061230
364.75	0.0064188
365.00	0.0082374
365.25	0.0075830
365.50	0.0051665
365.75	0.0066579
366.00	0.0051162
366.25	0.0046064
366.50	0.0047008
366.75	0.0055252
367.00	0.0069914
367.25	0.0058839
367.50	0.0052168
367.75	0.0039079
368.00	0.0063810
368.25	0.0050281
368.50	0.0062992
368.75	0.0052924
369.00	0.0051224
369.25	0.0047449
369.50	0.0042729
369.75	0.0066705
370.00	0.0035996
370.25	0.0038450
370.50	0.0039960
370.75	0.0045498
371.00	0.0056825
371.25	0.0059154
371.50	0.0066831
371.75	0.0053553
372.00	0.0041030
372.25	0.0047512
372.50	0.0034234
372.75	0.0048393
373.00	0.0051413
373.25	0.0035996
373.50	0.0029451
373.75	0.0041911
374.00	0.0045875
374.25	0.0061671
374.50	0.0054560
374.75	0.0038953
375.00	0.0049337
375.25	0.0060035
375.50	0.0036059
375.75	0.0036877
376.00	0.0051224
376.25	0.0038702
376.50	0.0047260
376.75	0.0033604
377.00	0.0057643
377.25	0.0037317
377.50	0.0044491
377.75	0.0040967
378.00	0.0046945
378.25	0.0042477
378.50	0.0044113
378.75	0.0050784
379.00	0.0043988
379.25	0.0038261
379.50	0.0032660
379.75	0.0036373
380.00	0.0022151
380.25	0.0057769
380.50	0.0050847
380.75	0.0033038
381.00	0.0033353
381.25	0.0034863
381.50	0.0040967
381.75	0.0018375
382.00	0.0027752
382.25	0.0040715
382.50	0.0061671
382.75	0.0042855
383.00	0.0047763
383.25	0.0032472
383.50	0.0038639
383.75	0.0037569
384.00	0.0036625
384.25	0.0034926
384.50	0.0033667
384.75	0.0043232
385.00	0.0010257
385.25	0.0049337
385.50	0.0023284
385.75	0.0058587
386.00	0.0040904
386.25	0.0045750
386.50	0.0038198
386.75	0.0044617
387.00	0.0018501
387.25	0.0040275
387.50	0.0027941
387.75	0.0034800
388.00	0.0043736
388.25	0.0024102
388.50	0.0030898
388.75	0.0047197
389.00	0.0042037
389.25	0.0049337
389.50	0.0026619
389.75	0.0038450
390.00	0.0038764
390.25	0.0048644
390.50	0.0039583
390.75	0.0021144
391.00	0.0031905
391.25	0.0029073
391.50	0.0038576
391.75	0.0045120
392.00	0.0030206
392.25	0.0025235
392.50	0.0037443
392.75	0.0025549
393.00	0.0028696
393.25	0.0020452
393.50	0.0026934
393.75	0.0024480
394.00	0.0036688
394.25	0.0022025
394.50	0.0043799
394.75	0.0024857
395.00	0.0039205
395.25	0.0041219
395.50	0.0037191
395.75	0.0026116
396.00	0.0045309
396.25	0.0030521
396.50	0.0020200
396.75	0.0031716
397.00	0.0031024
397.25	0.0023284
397.50	0.0032660
397.75	0.0041785
398.00	0.0035681
398.25	0.0027878
398.50	0.0022717
398.75	0.0019382
399.00	0.0021648
399.25	0.0029451
399.50	0.0021962
399.75	0.0030647
400.00	0.0017809
