Wavelength (nm)	K14 abs N
534.75	0.47796
535.00	0.48347
535.25	0.48448
535.50	0.48604
535.75	0.49127
536.00	0.49356
536.25	0.49738
536.50	0.49906
536.75	0.50445
537.00	0.50839
537.25	0.51126
537.50	0.51648
537.75	0.52156
538.00	0.52277
538.25	0.52866
538.50	0.53390
538.75	0.53817
539.00	0.54460
539.25	0.54797
539.50	0.55295
539.75	0.55677
540.00	0.56381
540.25	0.56820
540.50	0.57517
540.75	0.58069
541.00	0.58442
541.25	0.59241
541.50	0.59895
541.75	0.60371
542.00	0.60984
542.25	0.61702
542.50	0.62093
542.75	0.62822
543.00	0.63555
543.25	0.64210
543.50	0.64798
543.75	0.65398
544.00	0.65908
544.25	0.66747
544.50	0.67473
544.75	0.68127
545.00	0.68882
545.25	0.69312
545.50	0.70094
545.75	0.70633
546.00	0.71589
546.25	0.72412
546.50	0.72660
546.75	0.73534
547.00	0.74403
547.25	0.75138
547.50	0.75730
547.75	0.76430
548.00	0.77479
548.25	0.78158
548.50	0.78736
548.75	0.79482
549.00	0.80355
549.25	0.80946
549.50	0.81850
549.75	0.82243
550.00	0.83164
550.25	0.83584
550.50	0.84668
550.75	0.85420
551.00	0.85810
551.25	0.86273
551.50	0.87199
551.75	0.88165
552.00	0.88425
552.25	0.89289
552.50	0.89981
552.75	0.90221
553.00	0.90849
553.25	0.91357
553.50	0.92182
553.75	0.92957
554.00	0.93204
554.25	0.94092
554.50	0.94516
554.75	0.94919
555.00	0.95385
555.25	0.96246
555.50	0.96227
555.75	0.97017
556.00	0.97346
556.25	0.97735
556.50	0.98359
556.75	0.98339
557.00	0.98328
557.25	0.99112
557.50	0.99075
557.75	0.99180
558.00	0.99177
558.25	0.99588
558.50	0.99679
558.75	0.99603
559.00	0.99620
559.25	1.00000
559.50	0.99641
559.75	0.99588
560.00	0.99619
560.25	0.99233
560.50	0.99435
560.75	0.98694
561.00	0.98833
561.25	0.98288
561.50	0.98161
561.75	0.97482
562.00	0.97103
562.25	0.96968
562.50	0.96648
562.75	0.95660
563.00	0.95305
563.25	0.94671
563.50	0.93860
563.75	0.93388
564.00	0.92361
564.25	0.91430
564.50	0.90919
564.75	0.90092
565.00	0.88950
565.25	0.87852
565.50	0.86848
565.75	0.85650
566.00	0.84387
566.25	0.83148
566.50	0.81984
566.75	0.80423
567.00	0.79251
567.25	0.78051
567.50	0.76303
567.75	0.74885
568.00	0.72969
568.25	0.72005
568.50	0.70298
568.75	0.68968
569.00	0.67171
569.25	0.65629
569.50	0.64391
569.75	0.62287
570.00	0.60660
570.25	0.59094
570.50	0.57284
570.75	0.55787
571.00	0.54003
571.25	0.52585
571.50	0.51223
571.75	0.49961
572.00	0.48385
572.25	0.47223
572.50	0.45970
572.75	0.45001
573.00	0.43670
573.25	0.42323
573.50	0.40966
573.75	0.39519
574.00	0.38269
574.25	0.37203
574.50	0.35881
574.75	0.34466
575.00	0.33238
575.25	0.32048
575.50	0.30822
575.75	0.29750
576.00	0.28675
576.25	0.27704
576.50	0.26392
576.75	0.25286
577.00	0.24301
577.25	0.23213
577.50	0.22491
577.75	0.21821
578.00	0.20635
578.25	0.19785
578.50	0.18969
578.75	0.18223
579.00	0.17497
579.25	0.16795
579.50	0.16109
579.75	0.15406
580.00	0.14897
580.25	0.14268
580.50	0.13620
580.75	0.12917
581.00	0.12586
581.25	0.12103
581.50	0.11557
581.75	0.10992
582.00	0.10757
582.25	0.10231
582.50	0.098465
582.75	0.093391
583.00	0.089552
583.25	0.087467
583.50	0.083912
583.75	0.079235
584.00	0.075292
584.25	0.073702
584.50	0.070373
584.75	0.066557
585.00	0.065907
585.25	0.063514
585.50	0.059875
585.75	0.057453
586.00	0.055317
586.25	0.052840
586.50	0.049959
586.75	0.048808
587.00	0.046776
587.25	0.045471
587.50	0.044425
587.75	0.041713
588.00	0.040057
588.25	0.039142
588.50	0.036748
588.75	0.035718
589.00	0.033991
589.25	0.032863
589.50	0.034342
589.75	0.029311
590.00	0.029745
590.25	0.027771
590.50	0.027831
590.75	0.027086
591.00	0.025703
591.25	0.023954
591.50	0.023000
591.75	0.024855
592.00	0.022088
592.25	0.020728
592.50	0.020541
592.75	0.019654
593.00	0.019359
593.25	0.019165
593.50	0.018210
593.75	0.015930
594.00	0.016502
594.25	0.016672
