Wavelength (nm)	H09 ems
636.00	0.017095
636.50	0.016696
637.00	0.016489
637.50	0.015938
638.00	0.015888
638.50	0.015719
639.00	0.015565
639.50	0.015325
640.00	0.015004
640.50	0.014875
641.00	0.014787
641.50	0.014438
642.00	0.014268
642.50	0.014008
643.00	0.013995
643.50	0.013575
644.00	0.013666
644.50	0.013525
645.00	0.013271
645.50	0.012832
646.00	0.012856
646.50	0.012614
647.00	0.012385
647.50	0.012181
648.00	0.012190
648.50	0.012004
649.00	0.011806
649.50	0.011489
650.00	0.011523
650.50	0.011099
651.00	0.011159
651.50	0.011004
652.00	0.011047
652.50	0.010745
653.00	0.010541
653.50	0.010506
654.00	0.010266
654.50	0.010165
655.00	0.010031
655.50	0.0098286
656.00	0.0097798
656.50	0.0095778
657.00	0.0095346
657.50	0.0092863
658.00	0.0094592
658.50	0.0089766
659.00	0.0091270
659.50	0.0089525
660.00	0.0088869
660.50	0.0086628
661.00	0.0086667
661.50	0.0083165
662.00	0.0082821
662.50	0.0084108
663.00	0.0083377
663.50	0.0079327
664.00	0.0079817
664.50	0.0078764
665.00	0.0078144
665.50	0.0077519
666.00	0.0077451
666.50	0.0075877
667.00	0.0076146
667.50	0.0073450
668.00	0.0074090
668.50	0.0071151
669.00	0.0073045
669.50	0.0071640
670.00	0.0069723
670.50	0.0069051
671.00	0.0068397
671.50	0.0065412
672.00	0.0069382
672.50	0.0065883
673.00	0.0066004
673.50	0.0063984
674.00	0.0064838
674.50	0.0062531
675.00	0.0063868
675.50	0.0063075
676.00	0.0062092
676.50	0.0061104
677.00	0.0061748
677.50	0.0059653
678.00	0.0060074
678.50	0.0059205
679.00	0.0058766
679.50	0.0057586
680.00	0.0058669
680.50	0.0056727
681.00	0.0057311
681.50	0.0055034
682.00	0.0055618
682.50	0.0054304
683.00	0.0055480
683.50	0.0053396
684.00	0.0051792
684.50	0.0054786
685.00	0.0053396
685.50	0.0052289
686.00	0.0051771
686.50	0.0050269
687.00	0.0050513
687.50	0.0051754
688.00	0.0048050
688.50	0.0049488
689.00	0.0048418
689.50	0.0048056
690.00	0.0047973
690.50	0.0048155
691.00	0.0047610
691.50	0.0048183
692.00	0.0047543
692.50	0.0047039
693.00	0.0045346
693.50	0.0047035
694.00	0.0046712
694.50	0.0044795
695.00	0.0044419
695.50	0.0044802
696.00	0.0044158
696.50	0.0044465
697.00	0.0044986
697.50	0.0043258
698.00	0.0046354
698.50	0.0044401
699.00	0.0044671
699.50	0.0044014
700.00	0.0043419
