Wavelength (nm)	N05 abs N
532.25	0.78561
532.50	0.77168
532.75	0.75815
533.00	0.74546
533.25	0.72867
533.50	0.71801
533.75	0.70064
534.00	0.68966
534.25	0.67509
534.50	0.66369
534.75	0.65130
535.00	0.64044
535.25	0.63028
535.50	0.61663
535.75	0.60228
536.00	0.58824
536.25	0.57176
536.50	0.55811
536.75	0.54221
537.00	0.52807
537.25	0.51372
537.50	0.49749
537.75	0.48485
538.00	0.46941
538.25	0.45607
538.50	0.44158
538.75	0.42774
539.00	0.41489
539.25	0.39985
539.50	0.39052
539.75	0.37735
540.00	0.36195
540.25	0.35069
540.50	0.33906
540.75	0.32758
541.00	0.31743
541.25	0.30519
541.50	0.29426
541.75	0.28502
542.00	0.27522
542.25	0.26379
542.50	0.25280
542.75	0.24338
543.00	0.23976
543.25	0.22742
543.50	0.22000
543.75	0.21157
544.00	0.20582
544.25	0.19723
544.50	0.18658
544.75	0.18071
545.00	0.17396
545.25	0.16556
545.50	0.16075
545.75	0.15393
546.00	0.14950
546.25	0.14310
546.50	0.13753
546.75	0.13249
547.00	0.12568
547.25	0.12015
547.50	0.11502
547.75	0.11066
548.00	0.10621
548.25	0.10098
548.50	0.097625
548.75	0.094715
549.00	0.091368
549.25	0.088172
549.50	0.083716
549.75	0.079524
550.00	0.077592
550.25	0.073797
550.50	0.071094
550.75	0.067597
551.00	0.065048
551.25	0.060275
551.50	0.060283
551.75	0.057657
552.00	0.054550
552.25	0.052798
552.50	0.051565
552.75	0.046960
553.00	0.044890
553.25	0.043971
553.50	0.039712
553.75	0.039513
554.00	0.037363
554.25	0.035279
554.50	0.033971
554.75	0.032213
555.00	0.031780
555.25	0.030734
555.50	0.029895
555.75	0.028668
556.00	0.027691
556.25	0.025561
556.50	0.025076
556.75	0.024304
557.00	0.022238
557.25	0.022828
557.50	0.022355
557.75	0.019847
558.00	0.019502
558.25	0.020769
558.50	0.019383
558.75	0.018614
559.00	0.016266
559.25	0.017122
559.50	0.015922
559.75	0.015203
560.00	0.014430
560.25	0.013489
560.50	0.012896
560.75	0.011980
561.00	0.013047
561.25	0.012063
561.50	0.012417
561.75	0.010839
562.00	0.011559
562.25	0.010720
562.50	0.010343
562.75	0.010024
563.00	0.010978
563.25	0.010497
563.50	0.0088479
563.75	0.0095025
564.00	0.0073611
564.25	0.0085470
564.50	0.0095280
564.75	0.0077826
565.00	0.0062164
565.25	0.0080981
565.50	0.0068711
565.75	0.0071935
566.00	0.0081540
566.25	0.0085392
566.50	0.0068750
566.75	0.0043926
567.00	0.0070573
567.25	0.0045749
567.50	0.0051100
567.75	0.0067613
568.00	0.0042563
568.25	0.0051119
568.50	0.0032518
568.75	0.0071465
569.00	0.0051305
569.25	0.0036409
569.50	0.0048179
569.75	0.0048757
570.00	0.0034066
570.25	0.0046876
570.50	0.0013603
570.75	0.0038682
571.00	0.0048601
571.25	0.0014309
571.50	0.0034047
571.75	0.0039496
572.00	0.0034419
572.25	0.0024511
572.50	0.0028020
572.75	0.0033890
573.00	0.0017161
573.25	0.0034958
573.50	0.0032469
573.75	0.0012162
574.00	0.0020120
574.25	0.0030960
574.50	0.00059587
574.75	0.0022218
575.00	0.0047150
575.25	0.0027990
575.50	0.0034586
575.75	0.0030617
576.00	0.0037810
576.25	0.0013309
576.50	0.0035056
576.75	0.00026265
577.00	0.0010565
577.25	0.0018366
577.50	0.0014799
577.75	0.0016426
578.00	0.0026402
578.25	0.0010310
578.50	0.0020679
578.75	0.0023560
579.00	0.0015308
579.25	0.0032685
579.50	-0.0010026
579.75	0.0036144
580.00	0.0029872
580.25	0.00077326
580.50	0.0016720
580.75	-0.00031950
581.00	0.00045180
581.25	0.00099671
581.50	-0.00079384
581.75	0.0032312
582.00	0.0029558
