Wavelength (nm)	J11 abs N
667.00	0.0020855
668.00	0.0018327
669.00	0.0019386
670.00	0.0017733
671.00	0.0020306
672.00	0.0018184
673.00	0.0017107
674.00	0.0018756
675.00	0.0019689
676.00	0.0017219
677.00	0.0019792
678.00	0.0018255
679.00	0.0016263
680.00	0.0013931
681.00	0.0013109
682.00	0.0014204
683.00	0.0014941
684.00	0.0013265
685.00	0.0013922
686.00	0.0013181
687.00	0.0012676
688.00	0.0012198
689.00	0.0011760
690.00	0.0012323
691.00	0.0012694
692.00	0.0013440
693.00	0.0017157
694.00	0.0012591
695.00	0.0014985
696.00	0.0016406
697.00	0.0018215
698.00	0.0014043
699.00	0.0012595
700.00	0.0013047
