SRRL LI-1800 Direct Normal Spectra
July 15, 2003 at 13:30 MST
WaveLN	Irradiance
718	0.854492
720	0.766174
722	0.799896
724	0.837372
726	0.802795
728	0.803558
730	0.806946
732	0.822510
734	0.868561
736	0.894257
738	0.896545
740	0.894958
742	0.899475
744	0.911011
746	0.925171
748	0.935486
750	0.929291
752	0.927582
754	0.928986
756	0.928925
758	0.918243
760	0.767456
762	0.503845
764	0.520569
766	0.623077
768	0.776306
770	0.863708
772	0.892731
774	0.902863
776	0.877930
778	0.879120
780	0.881226
782	0.880371
784	0.879456
786	0.877075
788	0.869934
790	0.853760
792	0.845337
794	0.837280
796	0.840881
798	0.842804
800	0.845612
802	0.833191
804	0.830566
806	0.839142
808	0.834015
810	0.823486
812	0.809967
814	0.766693
816	0.710754
818	0.684448
820	0.700317
822	0.718384
824	0.693665
826	0.731781
828	0.745239
830	0.733093
832	0.732727
834	0.739563
836	0.764801
838	0.778839
840	0.796478
842	0.792542
844	0.800690
846	0.796722
848	0.798279
850	0.775818
852	0.766357
854	0.740234
856	0.718445
858	0.764923
860	0.775482
862	0.774536
864	0.775055
866	0.740021
868	0.725006
870	0.752472
872	0.761078
874	0.757202
876	0.752228
878	0.751648
880	0.741943
882	0.732117
884	0.744690
886	0.735962
888	0.729309
890	0.728882
892	0.726105
894	0.704163
896	0.661865
898	0.608459
900	0.563812
902	0.545288
904	0.582733
906	0.629547
908	0.605560
910	0.561401
912	0.559204
914	0.552948
916	0.538971
918	0.537598
920	0.561920
922	0.594788
924	0.590393
926	0.578217
928	0.568634
930	0.509644
932	0.395981
934	0.286636
936	0.234108
938	0.237732
940	0.281982
942	0.339478
944	0.319244
946	0.291458
948	0.290131
950	0.301208
952	0.309189
954	0.314194
956	0.321228
958	0.337891
960	0.349808
962	0.368271
964	0.392960
966	0.410614
968	0.448059
970	0.510132
972	0.536774
974	0.521637
976	0.490952
978	0.504272
980	0.519012
982	0.542145
984	0.558655
986	0.570465
988	0.580170
990	0.578583
992	0.584686
994	0.590332
996	0.588654
998	0.595337
1000	0.587280
1002	0.578522
1004	0.572113
1006	0.567261
1008	0.567749
1010	0.577942
1012	0.575470
1014	0.573944
1016	0.568756
1018	0.568146
1020	0.560822
1022	0.563049
1024	0.564880
1026	0.569519
1028	0.561554
1030	0.559570
1032	0.560516
1034	0.554016
1036	0.550476
1038	0.548615
1040	0.544037
1042	0.546722
1044	0.551422
1046	0.538666
1048	0.543457
1050	0.546265
1052	0.539093
1054	0.533325
1056	0.529602
1058	0.529114
1060	0.517151
1062	0.526093
1064	0.527802
1066	0.521515
1068	0.509827
1070	0.500610
1072	0.496002
1074	0.496399
1076	0.503845
1078	0.497833
1080	0.499344
1082	0.489212
1084	0.483963
1086	0.473953
1088	0.461899
1090	0.468597
1092	0.455276
1094	0.438690
1096	0.432785
1098	0.422272
1100	0.412140
